scan_time,symbol,sector,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,score,reasons
16.05.2026 at 07:45 AM IST,HISARMETAL,Unknown,153.89,0.91,124.99,222.92,23.12,30.97,51.06,150.63,170.68,1990.45,247.0,0.12,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GREENLAM,Unknown,233.2,2.07,197.59,278.92,18.02,16.39,56.75,222.48,240.58,235927.8,295743.0,1.25,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GREENPANEL,Unknown,202.67,-3.47,163.01,335.2,24.33,39.54,39.31,204.17,245.43,237840.45,80222.0,0.34,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GREENPLY,Unknown,254.25,-1.61,176.42,351.39,44.12,27.65,53.88,223.23,266.21,3367435.6,106736.0,0.03,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GREENPOWER,Unknown,11.38,-2.57,7.98,15.81,42.61,28.02,49.95,10.39,11.98,17980161.2,4621026.0,0.26,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GRINFRA,Unknown,934.9,-1.48,785.0,1440.71,19.1,35.11,52.09,898.6,1063.64,171484.4,57747.0,0.34,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GRPLTD,Unknown,1808.0,1.21,1500.0,3139.09,20.53,42.4,41.12,1868.06,1951.25,1718.9,1439.0,0.84,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GSFC,Unknown,170.0,0.12,138.83,215.43,22.45,21.09,50.65,163.35,182.2,555140.2,658173.0,1.19,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GSLSU,Unknown,56.28,0.07,43.72,144.4,28.73,61.02,43.39,60.52,94.13,43606.15,46616.0,1.07,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GTPL,Unknown,68.64,1.84,55.01,131.12,24.78,47.65,56.69,64.02,91.35,33934.75,24440.0,0.72,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GUJAPOLLO,Unknown,390.55,-2.69,328.68,553.77,18.83,29.47,35.11,416.46,436.32,20785.3,14416.0,0.69,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GUJGASLTD,Unknown,369.9,2.15,301.5,502.01,22.69,26.32,48.76,362.37,403.68,854678.9,365927.0,0.43,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,HALEOSLABS,Unknown,1564.7,-2.87,1091.1,1774.0,43.41,11.8,57.92,1353.9,,3012.05,1012.0,0.34,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PASHUPATI,Unknown,91.21,7.34,59.55,118.35,53.16,22.93,53.14,94.56,81.83,222403.8,192463.0,0.87,Bearish,20,Above 200 DMA
16.05.2026 at 07:45 AM IST,PATELENG,Unknown,26.26,-1.65,22.0,46.4,19.36,43.41,41.19,26.42,32.04,5561081.1,5872371.0,1.06,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GLOBE,Unknown,2.42,-2.02,1.86,3.29,30.11,26.44,44.46,2.45,2.49,350895.95,171316.0,0.49,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GLOTTIS,Unknown,57.94,0.66,37.0,93.0,56.59,37.7,53.5,51.21,,268253.85,88538.0,0.33,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GMBREW,Unknown,885.25,-1.62,666.05,1328.8,32.91,33.38,26.02,981.06,951.44,47189.3,43224.0,0.92,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,GOACARBON,Unknown,400.5,-1.17,272.85,532.8,46.78,24.83,59.43,346.88,405.04,47236.1,35467.0,0.75,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GOCLCORP,Unknown,300.5,-0.36,223.35,406.92,34.54,26.15,45.34,284.78,312.27,92417.1,35301.0,0.38,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GODFRYPHLP,Fast Moving Consumer Goods,2424.9,-1.37,1832.1,3924.86,32.36,38.22,64.33,2112.06,2687.92,931658.85,659641.0,0.71,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GOKEX,Unknown,687.7,0.53,531.0,1060.0,29.51,35.12,49.0,656.41,743.89,442862.55,228619.0,0.52,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GOPAL,Unknown,290.65,-2.63,247.22,396.7,17.57,26.73,48.67,280.88,321.93,233840.95,125304.0,0.54,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GOYALALUM,Unknown,6.91,0.58,5.34,11.37,29.4,39.23,50.48,6.6,7.15,96382.05,56515.0,0.59,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GUJTHEM,Unknown,370.3,-0.72,225.05,479.0,64.54,22.69,57.77,312.29,370.44,647928.5,27988.0,0.04,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,HATHWAY,Unknown,10.25,-1.63,8.76,17.98,17.01,42.99,37.55,10.47,12.51,1952540.45,1768269.0,0.91,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,ORICONENT,Unknown,64.94,1.36,39.34,73.12,65.08,11.19,48.96,65.72,59.35,87908.35,68898.0,0.78,Bearish,20,Above 200 DMA
16.05.2026 at 07:45 AM IST,ORIENTHOT,Unknown,101.1,2.42,80.0,168.99,26.37,40.17,52.96,95.38,114.93,254483.4,181656.0,0.71,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ORIENTLTD,Unknown,65.7,1.4,53.72,110.4,22.3,40.49,52.98,63.31,75.65,3411.6,2947.0,0.86,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ORIENTPPR,Unknown,17.33,-0.23,13.25,31.5,30.79,44.98,42.31,17.53,22.84,326764.75,237012.0,0.73,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NUVOCO,Construction Materials,326.8,0.11,276.25,477.5,18.3,31.56,60.05,301.53,368.9,704512.55,214370.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,OAL,Unknown,304.35,-0.94,228.0,431.38,33.49,29.45,53.77,275.75,308.88,18460.45,3608.0,0.2,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,OBEROIRLTY,Realty,1617.2,-1.25,1389.48,1995.18,16.39,18.94,45.94,1578.18,1618.04,474744.55,151680.0,0.32,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PATELRMART,Unknown,203.37,-0.3,150.25,305.0,35.35,33.32,52.19,187.09,,113571.1,61940.0,0.55,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PATINTLOG,Unknown,11.95,-1.48,8.01,18.14,49.19,34.13,58.26,10.64,13.15,98434.75,53147.0,0.54,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PAUSHAKLTD,Unknown,461.4,-3.53,342.5,633.05,34.72,27.11,45.04,447.86,,16346.7,17066.0,1.04,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,GREAVESCOT,Unknown,165.76,0.31,119.99,244.3,38.14,32.15,54.2,151.26,185.22,1149148.1,687249.0,0.6,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PCBL,Chemicals,274.3,-3.38,226.5,430.16,21.1,36.23,42.65,275.63,322.69,1379697.7,952337.0,0.69,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,ORIENTTECH,Unknown,275.7,1.16,220.8,466.73,24.86,40.93,46.59,272.65,320.47,397484.15,209795.0,0.53,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ORISSAMINE,Unknown,4084.6,-3.3,3100.5,6138.9,31.74,33.46,49.77,3856.89,4621.74,17267.55,8840.0,0.51,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ORKLAINDIA,Unknown,631.25,-0.52,533.25,760.0,18.38,16.94,49.94,608.1,,47591.55,28924.0,0.61,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,OSWALGREEN,Unknown,25.02,-2.19,19.76,50.9,26.62,50.84,37.41,26.05,33.41,206211.05,229809.0,1.11,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,OSWALPUMPS,Unknown,385.05,-0.77,283.1,888.4,36.01,56.66,46.93,357.22,558.08,743770.7,346514.0,0.47,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PACEDIGITK,Unknown,179.1,-3.63,139.81,231.95,28.1,22.79,52.28,167.14,,1689441.45,1226405.0,0.73,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PAGEIND,Textiles,36820.0,1.92,29805.0,50075.73,23.54,26.47,55.23,34482.4,38196.54,21599.5,19744.0,0.91,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PALASHSECU,Unknown,101.17,3.17,79.01,142.0,28.05,28.75,60.16,92.18,107.14,7267.3,9082.0,1.25,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PANSARI,Unknown,264.8,1.63,195.0,352.3,35.79,24.84,39.91,285.16,281.03,4550.1,368.0,0.08,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,ONMOBILE,Unknown,55.3,3.46,40.21,75.09,37.53,26.36,56.27,50.07,56.3,368797.95,339582.0,0.92,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,PAYTM,Financial Services,1131.2,-1.17,818.0,1381.8,38.29,18.14,50.62,1086.22,1196.91,3299550.3,1303265.0,0.39,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,LAMBODHARA,Unknown,105.97,3.26,81.8,162.0,29.55,34.59,50.39,101.33,119.09,15857.85,14762.0,0.93,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,KOTHARIPRO,Unknown,72.9,-0.29,58.0,109.0,25.69,33.12,53.82,68.0,76.1,12877.85,1770.0,0.14,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MOKSH,Unknown,12.21,-2.32,8.11,16.65,50.55,26.67,47.75,11.55,13.52,221657.8,65555.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MOL,Unknown,52.07,-0.63,36.5,106.3,42.66,51.02,48.78,48.85,66.57,2767457.6,1933295.0,0.7,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MONEYBOXX,Unknown,70.42,-3.23,44.02,91.5,59.97,23.04,46.22,69.01,,43222.05,8755.0,0.2,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JKTYRE,Automobile and Auto Components,378.05,-1.16,311.0,611.9,21.56,38.22,34.46,413.0,429.51,916978.05,694187.0,0.76,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,JAGSNPHARM,Unknown,206.21,-0.52,155.0,298.61,33.04,30.94,53.81,192.96,207.48,211583.05,31158.0,0.15,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JAIBALAJI,Unknown,76.58,-8.02,53.65,139.0,42.74,44.91,49.63,68.99,80.73,2960211.6,3845354.0,1.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JAICORPLTD,Unknown,112.56,-1.82,88.0,177.68,27.91,36.65,47.75,107.39,127.1,599218.05,179566.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JAINREC,Metals & Mining,566.15,0.2,247.57,593.95,128.68,4.68,74.33,450.43,,3031585.95,2009902.0,0.66,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JAIPURKURT,Unknown,30.29,0.66,24.4,50.59,24.14,40.13,43.52,30.5,34.77,25514.2,3432.0,0.13,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,ICICIAMC,Financial Services,3199.6,-1.36,2516.71,3597.5,27.13,11.06,48.01,3117.31,,263319.9,233237.0,0.89,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JASH,Unknown,386.5,-1.79,326.61,620.52,18.34,37.71,39.69,390.21,448.0,112112.95,41005.0,0.37,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,MRPL,Oil Gas & Consumable Fuels,150.32,-2.15,117.91,212.0,27.48,29.09,34.92,177.72,155.45,10960550.25,3613519.0,0.33,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,MSTCLTD,Unknown,422.25,-1.01,362.15,573.26,16.6,26.34,43.55,427.52,472.02,170206.8,83275.0,0.49,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,INTELLECT,Information Technology,686.6,-1.01,595.2,1247.67,15.36,44.97,42.75,688.92,899.49,942361.85,352046.0,0.37,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,INTENTECH,Unknown,101.78,-1.19,66.3,149.9,53.51,32.1,50.8,96.22,107.24,60687.8,29626.0,0.49,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INTLCONV,Unknown,79.48,-0.65,60.0,114.54,32.47,30.61,52.94,74.75,85.81,60380.25,36178.0,0.6,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IPL,Unknown,165.21,-2.27,125.0,245.84,32.17,32.8,58.39,149.37,179.51,1575827.15,221876.0,0.14,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IREDA,Financial Services,127.1,-1.18,108.08,185.6,17.6,31.52,45.13,123.85,137.23,11168532.15,6413585.0,0.57,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ISFT,Unknown,80.02,1.0,54.05,120.99,48.05,33.86,58.82,71.22,88.83,12317.2,5971.0,0.48,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ITDC,Unknown,548.35,-1.99,368.0,712.8,49.01,23.07,45.35,515.85,559.97,191509.95,28263.0,0.15,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ITI,Telecommunication,286.75,-1.56,237.0,372.85,20.99,23.09,46.63,278.29,298.95,2300010.75,361700.0,0.16,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,JARO,Unknown,479.4,-3.67,383.5,890.0,25.01,46.13,61.91,435.39,,524897.45,238652.0,0.45,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,AGRITECH,Unknown,107.98,-1.79,92.52,187.19,16.71,42.32,42.11,110.54,131.27,4581.6,3895.0,0.85,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,ZEEL,Media Entertainment & Publication,88.34,-2.52,68.0,148.58,29.91,40.54,51.0,82.67,97.02,18928311.45,7489723.0,0.4,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,LFIC,Unknown,142.66,-2.71,111.0,247.02,28.52,42.25,51.35,133.88,172.37,6238.85,1163.0,0.19,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,YATRA,Unknown,94.46,0.45,81.8,202.0,15.48,53.24,36.51,106.34,141.9,1977013.1,1534251.0,0.78,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,XCHANGING,Unknown,64.39,0.88,47.5,103.0,35.56,37.49,47.37,61.86,77.51,88223.75,38762.0,0.44,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,WSI,Unknown,69.03,-1.69,59.25,101.49,16.51,31.98,41.32,70.93,77.74,40730.75,37479.0,0.92,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,AAATECH,Unknown,93.58,-0.82,75.58,136.0,23.81,31.19,37.73,96.27,93.6,35746.85,13368.0,0.37,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,AEQUS,Unknown,202.52,-1.22,113.3,223.47,78.75,9.37,61.26,155.48,,4252748.7,1297694.0,0.31,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ABLBL,Consumer Services,104.08,1.19,87.91,175.0,18.39,40.53,49.38,101.31,122.83,2175766.2,774925.0,0.36,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MADHAV,Unknown,37.51,-1.21,29.0,53.88,29.34,30.38,50.52,35.92,40.59,7417.85,1385.0,0.19,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VEDL,Metals & Mining,331.05,-2.32,268.7,795.0,23.2,58.36,29.0,612.44,547.9,44460464.75,56392805.0,1.27,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,LOVABLE,Unknown,72.31,-0.01,55.0,110.0,31.47,34.26,49.11,69.79,82.5,69170.25,7312.0,0.11,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VENTIVE,Unknown,653.2,-2.16,542.6,838.2,20.38,22.07,55.54,633.7,711.84,84285.4,31799.0,0.38,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VERTOZ,Unknown,45.99,-4.01,27.02,112.0,70.21,58.94,46.25,43.45,64.43,85457.4,51267.0,0.6,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,AFCONS,Construction,336.5,1.72,265.8,479.4,26.6,29.81,55.52,307.52,378.44,1284032.4,1360286.0,1.06,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,AFFLE,Information Technology,1477.1,-1.17,1251.3,2185.9,18.05,32.43,51.25,1415.62,1704.5,715606.95,178777.0,0.25,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,AGARIND,Unknown,415.35,-1.94,360.0,1077.16,15.38,61.44,44.13,430.44,711.55,59766.2,26129.0,0.44,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,AGARWALEYE,Unknown,450.1,0.86,327.0,568.0,37.65,20.76,52.18,439.3,469.2,82176.05,44487.0,0.54,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,AGI,Unknown,579.5,-0.47,465.0,1001.53,24.62,42.14,46.99,551.46,726.41,1405243.3,180059.0,0.13,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,ZENITHEXPO,Unknown,202.57,-2.31,174.0,351.65,16.42,42.39,46.22,200.68,225.53,426.45,61.0,0.14,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VIDYAWIRES,Unknown,97.54,-0.8,44.06,103.61,121.38,5.86,75.43,68.31,,10606201.5,10110033.0,0.95,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VIKRAN,Unknown,69.15,-2.4,51.1,118.4,35.32,41.6,46.3,66.17,,2108103.95,969210.0,0.46,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,VINCOFE,Unknown,127.85,-2.27,98.18,179.85,30.21,28.91,39.21,134.03,148.46,1163606.55,786359.0,0.68,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,VEEDOL,Unknown,1432.9,-1.69,1238.2,1991.15,15.72,28.04,50.12,1379.26,1565.36,11297.2,4683.0,0.41,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDOFARM,Unknown,130.07,-2.25,110.7,271.69,17.5,52.13,40.9,134.26,188.77,156140.25,138283.0,0.89,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NBCC,Construction,93.82,-1.75,77.18,129.86,21.56,27.75,51.68,89.03,103.34,12100336.9,7648496.0,0.63,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NBIFIN,Unknown,1945.0,0.46,1539.0,3320.17,26.38,41.42,45.56,1896.49,2257.87,897.0,272.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NCC,Construction,160.68,-0.94,130.0,239.76,23.6,32.98,50.19,152.48,176.66,3179186.4,2512122.0,0.79,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NCLIND,Unknown,170.08,0.0,147.5,235.22,15.31,27.69,42.67,174.28,194.05,59367.55,41198.0,0.69,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NILASPACES,Unknown,13.51,-2.81,10.6,20.47,27.45,34.0,46.65,13.37,15.11,762897.4,565789.0,0.74,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NIPPOBATRY,Unknown,383.95,0.33,257.0,529.37,49.4,27.47,56.74,326.88,402.18,34577.2,2599.0,0.08,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NITCO,Unknown,96.23,-3.5,64.0,163.95,50.36,41.31,53.83,85.42,97.66,1069050.85,365116.0,0.34,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NELCO,Unknown,671.9,-1.7,500.1,1161.0,34.35,42.13,48.53,636.29,750.19,453422.4,38010.0,0.08,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NESCO,Unknown,1230.4,-0.79,906.99,1638.9,35.66,24.93,53.06,1140.35,1257.78,50466.9,34998.0,0.69,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDOTHAI,Unknown,269.3,-1.39,143.65,466.35,87.47,42.25,37.78,280.5,286.97,856660.55,539106.0,0.63,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,IVALUE,Unknown,246.25,2.41,207.35,340.0,18.76,27.57,48.49,240.81,,110420.75,36777.0,0.33,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IITL,Unknown,163.39,-1.63,108.0,216.0,51.29,24.36,54.51,147.4,163.47,102136.85,94735.0,0.93,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IKIO,Unknown,156.05,-1.69,103.53,252.9,50.73,38.3,51.03,139.94,176.98,1540937.6,79016.0,0.05,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IMAGICAA,Unknown,43.22,-1.19,36.84,75.55,17.32,42.79,39.24,43.7,50.59,505381.7,482676.0,0.96,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,INCREDIBLE,Unknown,35.3,-3.87,28.1,52.87,25.62,33.23,50.72,33.9,39.28,10738.45,3234.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDGN,Healthcare,516.1,0.06,414.0,630.79,24.66,18.18,54.5,481.11,519.6,296981.7,181242.0,0.61,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDHOTEL,Consumer Services,656.25,0.93,565.0,811.95,16.15,19.18,54.07,631.71,703.82,2359357.8,2003906.0,0.85,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDIACEM,Construction Materials,400.15,1.56,297.05,485.8,34.71,17.63,50.98,385.27,403.05,1834977.45,170358.0,0.09,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,HPAL,Unknown,36.81,0.14,26.52,54.16,38.8,32.03,46.17,35.42,42.31,138638.7,61030.0,0.44,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,HPL,Unknown,347.2,-2.7,255.55,638.58,35.86,45.63,47.64,328.68,405.0,299346.15,136306.0,0.46,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,HTMEDIA,Unknown,21.17,-2.85,16.4,28.64,29.09,26.08,41.96,21.59,23.82,55923.45,60319.0,1.08,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,IBULLSLTD,Unknown,19.24,-3.7,8.9,22.78,116.18,15.54,59.15,13.91,,17159006.2,5730626.0,0.33,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IIFL,Financial Services,464.85,1.11,398.01,670.04,16.79,30.62,53.06,459.93,501.62,5268608.95,2997735.0,0.57,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,IVC,Unknown,7.66,-0.39,6.02,9.63,27.24,20.47,49.63,7.33,7.68,219735.2,144711.0,0.66,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MUKKA,Unknown,23.56,-1.17,18.27,32.8,28.95,28.17,49.25,22.62,24.71,286331.9,176553.0,0.62,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MUKTAARTS,Unknown,53.44,-1.42,37.01,92.1,44.39,41.98,49.85,49.25,62.33,13569.45,2812.0,0.21,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NDL,Unknown,2.68,-1.11,1.8,4.42,48.89,39.37,47.56,2.56,3.03,1500738.85,653931.0,0.44,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NDRAUTO,Unknown,811.75,5.32,605.05,1220.0,34.16,33.46,58.57,728.26,860.58,52255.8,50771.0,0.97,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NDTV,Unknown,77.16,-0.4,58.75,177.95,31.34,56.64,48.45,75.91,96.04,304171.2,297797.0,0.98,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,MVGJL,Unknown,155.48,-1.59,129.1,280.0,20.43,44.47,36.03,160.81,182.44,62093.8,40860.0,0.66,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NACLIND,Unknown,161.58,-2.19,112.62,339.45,43.47,52.4,49.56,148.72,189.25,600955.65,199043.0,0.33,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDTERRAIN,Unknown,31.84,1.43,24.56,45.0,29.64,29.24,53.61,30.44,34.36,21615.2,6359.0,0.29,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INFOBEAN,Unknown,151.07,-1.54,88.36,257.5,70.97,41.33,39.57,158.53,165.38,999294.5,409184.0,0.41,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,INFOMEDIA,Unknown,5.49,2.04,4.5,9.89,22.0,44.49,46.25,5.43,6.24,16537.35,12114.0,0.73,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDOCO,Unknown,224.9,-0.28,162.19,349.55,38.66,35.66,56.36,204.13,244.99,128448.8,38656.0,0.3,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INOXGREEN,Unknown,177.64,-1.17,132.58,279.0,33.99,36.33,51.46,162.0,188.18,2390584.3,1255323.0,0.53,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INOXWIND,Capital Goods,95.53,-2.11,75.05,201.0,27.29,52.47,46.24,90.51,122.34,16809028.55,5783698.0,0.34,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NAGREEKEXP,Unknown,26.33,-4.46,17.5,40.0,50.46,34.18,50.71,24.45,26.77,23207.55,12294.0,0.53,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NAHARCAP,Unknown,254.55,-1.11,191.0,374.7,33.27,32.07,53.36,236.59,262.98,7192.55,6137.0,0.85,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,NETWORK18,Unknown,32.22,-1.74,27.38,65.29,17.68,50.65,40.59,32.81,43.55,3111351.1,2320952.0,0.75,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NEXTMEDIA,Unknown,4.0,0.5,3.42,8.48,16.96,52.83,40.69,4.46,5.77,52573.3,9045.0,0.17,Bearish,20,RSI weak/oversold
16.05.2026 at 07:45 AM IST,NAVNETEDUL,Unknown,140.79,-0.61,121.5,165.9,15.88,15.14,46.01,138.42,147.07,134909.15,44884.0,0.33,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDIANCARD,Unknown,206.62,-1.97,153.0,384.0,35.05,46.19,53.13,195.68,239.45,2342.2,1008.0,0.43,Bullish,20,Above 50 DMA
16.05.2026 at 07:45 AM IST,INDIASHLTR,Unknown,826.55,-1.03,653.2,1011.75,26.54,18.3,58.35,767.95,832.61,108434.65,50068.0,0.46,Bullish,20,Above 50 DMA
