relative_scan_time,symbol,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector,industry,sector_rank,sector_count,sector_rank_pct
10.09.2026 at 02:35 PM IST,CONFIPET,19.95,24.63,149.79,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,1.0,30,3.33
10.09.2026 at 02:35 PM IST,CONCORDBIO,0.89,6.23,24.84,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Biotechnology,7.0,147,4.76
10.09.2026 at 02:35 PM IST,TEJASNET,2.04,-5.19,29.86,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Technology,Communication Equipment,11.0,153,7.19
10.09.2026 at 02:35 PM IST,JTLIND,17.25,16.72,71.88,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,3.0,326,0.92
10.09.2026 at 02:35 PM IST,JINDRILL,11.59,10.23,24.41,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas Equipment & Services,4.0,30,13.33
10.09.2026 at 02:35 PM IST,JINDALSAW,19.21,27.14,66.26,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,JINDALPOLY,8.36,-9.29,-24.47,,,,0,0,0,8,Positive 1M return,Consumer Cyclical,Packaging & Containers,16.0,372,4.3
10.09.2026 at 02:35 PM IST,JGCHEM,-1.27,39.09,69.24,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Basic Materials,Other Industrial Metals & Mining,6.0,326,1.84
10.09.2026 at 02:35 PM IST,JAYSREETEA,7.51,9.55,18.27,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Farm Products,7.0,138,5.07
10.09.2026 at 02:35 PM IST,JAYAGROGN,21.14,16.77,42.69,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,3.0,326,0.92
10.09.2026 at 02:35 PM IST,JMA,13.57,4.94,19.08,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,5.0,372,1.34
10.09.2026 at 02:35 PM IST,COMSYN,10.9,74.78,94.17,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Packaging & Containers,1.0,372,0.27
10.09.2026 at 02:35 PM IST,COFFEEDAY,9.55,-4.11,29.72,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Unknown,Unknown,11.0,97,11.34
10.09.2026 at 02:35 PM IST,CUB,8.74,12.46,33.08,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Banks - Regional,4.0,215,1.86
10.09.2026 at 02:35 PM IST,THEMISMED,16.87,27.12,60.87,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,THELEELA,10.52,20.54,26.59,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,3.0,372,0.81
10.09.2026 at 02:35 PM IST,THEJO,1.21,41.28,31.17,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,2.0,414,0.48
10.09.2026 at 02:35 PM IST,TGBHOTELS,6.91,9.27,10.61,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,7.0,372,1.88
10.09.2026 at 02:35 PM IST,TEXMOPIPES,33.39,23.4,28.29,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Building Products & Equipment,3.0,414,0.72
10.09.2026 at 02:35 PM IST,RANASUG,14.23,17.48,25.32,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,5.0,138,3.62
10.09.2026 at 02:35 PM IST,INDORAMA,48.5,84.44,159.41,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,TIPSMUSIC,-1.05,3.41,28.3,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Communication Services,Entertainment,8.0,63,12.7
10.09.2026 at 02:35 PM IST,TIIL,21.54,26.41,50.75,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Tools & Accessories,1.0,414,0.24
10.09.2026 at 02:35 PM IST,TI,1.48,23.64,18.98,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Beverages - Wineries & Distilleries,4.0,138,2.9
10.09.2026 at 02:35 PM IST,CUPID,-5.65,68.72,264.85,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Defensive,Household & Personal Products,6.0,138,4.35
10.09.2026 at 02:35 PM IST,VENKEYS,13.12,22.29,36.37,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Farm Products,1.0,138,0.72
10.09.2026 at 02:35 PM IST,INNOVACAP,11.33,20.95,63.34,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,IRMENERGY,-4.9,4.05,33.61,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Utilities,Utilities - Regulated Gas,4.0,38,10.53
10.09.2026 at 02:35 PM IST,IPCALAB,11.63,25.59,26.78,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,3.0,147,2.04
10.09.2026 at 02:35 PM IST,IONEXCHANG,16.63,22.81,23.57,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Pollution & Treatment Controls,3.0,414,0.72
10.09.2026 at 02:35 PM IST,CPPLUS,3.65,13.74,137.19,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Building Products & Equipment,4.0,414,0.97
10.09.2026 at 02:35 PM IST,CPCAP,2.99,35.64,55.05,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Credit Services,2.0,215,0.93
10.09.2026 at 02:35 PM IST,DATAPATTNS,5.35,7.15,42.31,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Aerospace & Defense,4.0,414,0.97
10.09.2026 at 02:35 PM IST,CYIENT,28.42,20.33,19.59,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Conglomerates,3.0,414,0.72
10.09.2026 at 02:35 PM IST,JAGSNPHARM,5.07,11.17,24.94,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,7.0,147,4.76
10.09.2026 at 02:35 PM IST,ITDC,0.6,16.34,47.32,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,4.0,372,1.08
10.09.2026 at 02:35 PM IST,RKFORGE,-0.42,25.15,30.79,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Industrials,Metal Fabrication,6.0,414,1.45
10.09.2026 at 02:35 PM IST,RITCO,2.37,22.92,43.43,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Integrated Freight & Logistics,2.0,414,0.48
10.09.2026 at 02:35 PM IST,ALIVUS,2.3,32.44,48.21,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,2.0,147,1.36
10.09.2026 at 02:35 PM IST,ANTHEM,7.63,22.55,47.88,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Biotechnology,2.0,147,1.36
10.09.2026 at 02:35 PM IST,ANMOL,47.08,34.52,37.7,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,1.0,97,1.03
10.09.2026 at 02:35 PM IST,ANDHRSUGAR,-1.34,14.93,33.91,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Chemicals,9.0,326,2.76
10.09.2026 at 02:35 PM IST,RPGLIFE,6.25,22.01,42.68,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,2.0,147,1.36
10.09.2026 at 02:35 PM IST,ROSSTECH,13.7,20.37,75.62,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Aerospace & Defense,1.0,414,0.24
10.09.2026 at 02:35 PM IST,S&SPOWER,7.46,-10.64,-5.22,,,,0,0,0,8,Positive 1M return,Industrials,Electrical Equipment & Parts,16.0,414,3.86
10.09.2026 at 02:35 PM IST,RVTH,7.44,12.49,30.44,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Farm & Heavy Construction Machinery,4.0,414,0.97
10.09.2026 at 02:35 PM IST,RUBYMILLS,22.23,35.16,118.39,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,1.0,97,1.03
10.09.2026 at 02:35 PM IST,RUBICON,10.74,32.92,124.81,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - General,1.0,147,0.68
10.09.2026 at 02:35 PM IST,SOFTTECH,3.14,6.54,72.25,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,3.0,97,3.09
10.09.2026 at 02:35 PM IST,INDNIPPON,20.17,53.0,76.1,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,1.0,372,0.27
10.09.2026 at 02:35 PM IST,INDGN,1.99,12.77,30.61,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Health Information Services,4.0,147,2.72
10.09.2026 at 02:35 PM IST,INDSWFTLAB,25.6,132.82,162.63,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,HONASA,2.14,17.26,70.2,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Household & Personal Products,4.0,138,2.9
10.09.2026 at 02:35 PM IST,DEEPINDS,12.97,56.09,130.48,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas E&P,1.0,30,3.33
10.09.2026 at 02:35 PM IST,DIVISLAB,10.47,40.47,50.09,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,DIVGIITTS,9.97,44.53,58.26,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,2.0,372,0.54
10.09.2026 at 02:35 PM IST,DIGJAMLMTD,26.51,34.76,53.53,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,HOMEFIRST,3.03,9.22,12.89,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Mortgage Finance,7.0,215,3.26
10.09.2026 at 02:35 PM IST,HNDFDS,4.3,11.32,29.24,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Conglomerates,7.0,414,1.69
10.09.2026 at 02:35 PM IST,HLEGLAS,14.11,-3.81,21.85,,,,0,0,0,25,"Strong 1M absolute return, Positive 6M return",Industrials,Specialty Industrial Machinery,11.0,414,2.66
10.09.2026 at 02:35 PM IST,IDFCFIRSTB,0.03,12.04,38.78,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Banks - Regional,4.0,215,1.86
10.09.2026 at 02:35 PM IST,ICIL,6.05,30.3,80.9,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,2.0,372,0.54
10.09.2026 at 02:35 PM IST,TNPETRO,20.43,46.3,62.43,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,TMB,6.6,20.49,51.6,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Banks - Regional,2.0,215,0.93
10.09.2026 at 02:35 PM IST,IMAGICAA,12.21,21.86,23.12,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Communication Services,Entertainment,3.0,63,4.76
10.09.2026 at 02:35 PM IST,DCMNVL,-1.58,12.03,55.49,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Consumer Cyclical,Textile Manufacturing,9.0,372,2.42
10.09.2026 at 02:35 PM IST,DCBBANK,21.14,23.36,34.95,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Banks - Regional,1.0,215,0.47
10.09.2026 at 02:35 PM IST,IGPL,19.17,28.93,67.05,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,SMARTWORKS,9.15,13.47,35.66,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Real Estate,Real Estate Services,3.0,67,4.48
10.09.2026 at 02:35 PM IST,SKYGOLD,7.69,57.25,149.16,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Luxury Goods,2.0,372,0.54
10.09.2026 at 02:35 PM IST,SKIPPER,7.58,5.94,67.1,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,4.0,414,0.97
10.09.2026 at 02:35 PM IST,SALSTEEL,32.35,31.9,80.71,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,AKUMS,0.04,26.62,51.46,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,2.0,147,1.36
10.09.2026 at 02:35 PM IST,AJAXENGG,4.46,7.63,23.06,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Farm & Heavy Construction Machinery,7.0,414,1.69
10.09.2026 at 02:35 PM IST,SALONA,7.74,3.4,-3.84,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Consumer Cyclical,Textile Manufacturing,13.0,372,3.49
10.09.2026 at 02:35 PM IST,SAKHTISUG,15.65,7.35,28.99,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,5.0,138,3.62
10.09.2026 at 02:35 PM IST,SAIL,9.12,1.7,22.8,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Steel,7.0,326,2.15
10.09.2026 at 02:35 PM IST,SAHYADRI,13.57,47.06,62.74,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Building Products & Equipment,1.0,414,0.24
10.09.2026 at 02:35 PM IST,SANSERA,5.97,39.79,97.63,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,2.0,372,0.54
10.09.2026 at 02:35 PM IST,HIRECT,2.76,11.22,75.44,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,4.0,414,0.97
10.09.2026 at 02:35 PM IST,HINDZINC,3.1,5.67,10.01,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Other Industrial Metals & Mining,7.0,326,2.15
10.09.2026 at 02:35 PM IST,HINDOILEXP,19.08,17.64,29.78,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas E&P,4.0,30,13.33
10.09.2026 at 02:35 PM IST,HINDCON,3.66,14.48,23.44,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,7.0,326,2.15
10.09.2026 at 02:35 PM IST,HIKAL,10.84,25.99,30.88,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,HAL,-0.82,15.62,23.43,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Industrials,Aerospace & Defense,12.0,414,2.9
10.09.2026 at 02:35 PM IST,GVT&D,3.67,-4.94,21.83,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Industrials,Specialty Industrial Machinery,13.0,414,3.14
10.09.2026 at 02:35 PM IST,GUJALKALI,5.78,8.77,61.31,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Chemicals,4.0,326,1.23
10.09.2026 at 02:35 PM IST,GUFICBIO,-0.89,16.84,46.52,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Healthcare,Drug Manufacturers - Specialty & Generic,9.0,147,6.12
10.09.2026 at 02:35 PM IST,HCC,14.05,-10.2,49.32,,,,0,0,0,35,"Strong 1M absolute return, Strong 6M absolute return",Industrials,Engineering & Construction,8.0,414,1.93
10.09.2026 at 02:35 PM IST,DIFFNKG,15.64,21.4,78.97,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,1.0,414,0.24
10.09.2026 at 02:35 PM IST,DICIND,18.23,21.77,19.13,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,3.0,326,0.92
10.09.2026 at 02:35 PM IST,DHUNINV,2.83,25.87,15.28,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Capital Markets,4.0,215,1.86
10.09.2026 at 02:35 PM IST,DOLPHIN,49.81,69.4,63.43,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas Equipment & Services,1.0,30,3.33
10.09.2026 at 02:35 PM IST,HATSUN,23.69,31.14,27.4,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,3.0,138,2.17
10.09.2026 at 02:35 PM IST,HARSHA,8.78,11.33,26.07,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Tools & Accessories,7.0,414,1.69
10.09.2026 at 02:35 PM IST,TTKHLTCARE,3.46,27.3,32.94,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - General,2.0,147,1.36
10.09.2026 at 02:35 PM IST,TSFINV,2.61,12.71,15.13,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Asset Management,7.0,215,3.26
10.09.2026 at 02:35 PM IST,TRIGYN,8.48,7.3,20.06,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Information Technology Services,7.0,153,4.58
10.09.2026 at 02:35 PM IST,SMLMAH,21.17,60.04,71.53,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Manufacturers,1.0,372,0.27
10.09.2026 at 02:35 PM IST,SMCGLOBAL,9.57,21.47,20.73,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Capital Markets,4.0,215,1.86
10.09.2026 at 02:35 PM IST,SBCL,7.21,60.19,157.13,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Metal Fabrication,2.0,414,0.48
10.09.2026 at 02:35 PM IST,AGI,8.61,16.11,41.88,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Packaging & Containers,4.0,372,1.08
10.09.2026 at 02:35 PM IST,ALEMBICLTD,28.28,23.08,36.03,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Real Estate,Real Estate - Development,1.0,67,1.49
10.09.2026 at 02:35 PM IST,ALBERTDAVD,8.2,18.49,27.26,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,7.0,147,4.76
10.09.2026 at 02:35 PM IST,SARLAPOLY,0.9,6.12,29.13,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,7.0,372,1.88
10.09.2026 at 02:35 PM IST,SAREGAMA,-2.04,9.27,45.45,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Communication Services,Entertainment,7.0,63,11.11
10.09.2026 at 02:35 PM IST,SENORES,-1.78,14.24,99.02,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Healthcare,Drug Manufacturers - General,9.0,147,6.12
10.09.2026 at 02:35 PM IST,SJVN,1.67,-6.71,-5.69,,,,0,0,0,8,Positive 1M return,Utilities,Utilities - Renewable,9.0,38,23.68
10.09.2026 at 02:35 PM IST,GRPLTD,3.34,17.67,14.22,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,DMCC,-1.16,15.44,34.26,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Chemicals,9.0,326,2.76
10.09.2026 at 02:35 PM IST,ECLERX,4.97,35.14,20.58,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Technology,Information Technology Services,4.0,153,2.61
10.09.2026 at 02:35 PM IST,DYNAMATECH,8.66,9.4,16.93,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,UFLEX,35.47,62.44,50.84,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Packaging & Containers,1.0,372,0.27
10.09.2026 at 02:35 PM IST,UEL,-27.94,40.49,21.31,,,,0,0,0,30,"Strong 3M absolute return, Positive 6M return",Technology,Solar,8.0,153,5.23
10.09.2026 at 02:35 PM IST,TVSSRICHAK,32.79,31.43,46.52,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,1.0,372,0.27
10.09.2026 at 02:35 PM IST,HAPPYFORGE,10.21,65.05,75.0,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Metal Fabrication,1.0,414,0.24
10.09.2026 at 02:35 PM IST,GLENMARK,4.22,12.11,11.38,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,7.0,147,4.76
10.09.2026 at 02:35 PM IST,GOODLUCK,23.48,19.35,53.36,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,3.0,326,0.92
10.09.2026 at 02:35 PM IST,GOKUL,6.66,5.19,5.76,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,7.0,138,5.07
10.09.2026 at 02:35 PM IST,DVL,6.23,20.12,32.11,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Capital Markets,2.0,215,0.93
10.09.2026 at 02:35 PM IST,VAISHALI,2.32,17.23,28.57,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,7.0,147,4.76
