range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,AGROPHOS,Neutral Range,61.67,30.47,39.09,23.9,43.99,28.29,84.06,48.96,12.68,12.17,80.0,20,29,87.5,80.0,40,57,35.0,65.33,12.64,13.85,-11.26,False,False,80.0% closes stayed inside robust range | Range width is 28.3% | Current position is 49.0% inside range | Upside to range high is 12.7% | Downside to range low is 12.2%
26.05.2026 at 04:05 PM IST,SAMBHV,Neutral Range,57.53,89.73,119.93,81.42,141.32,33.66,73.57,56.65,12.25,16.02,80.0,28,19,87.5,50.0,40,55,49.38,31.65,0.42,19.07,-10.92,False,False,80.0% closes stayed inside robust range | Range width is 33.7% | Current position is 56.7% inside range | Upside to range high is 12.3% | Downside to range low is 16.0%
26.05.2026 at 04:05 PM IST,SRGHFL,Neutral Range,63.7,256.35,288.0,224.4,325.05,12.35,44.85,74.25,2.91,8.4,80.0,26,43,87.5,100.0,20,70,42.17,49.31,0.53,9.17,-2.83,False,False,80.0% closes stayed inside robust range | Range width is 12.3% | Current position is 74.2% inside range | Upside to range high is 2.9% | Downside to range low is 8.4% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SBFC,Lower Range Watch,75.92,86.06,105.16,79.6,109.75,22.19,37.88,30.47,14.45,6.33,80.0,16,34,87.5,80.0,65,100,45.3,41.1,0.23,6.76,-12.63,False,False,80.0% closes stayed inside robust range | Range width is 22.2% | Current position is 30.5% inside range | Upside to range high is 14.5% | Downside to range low is 6.3% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PGHH,Accumulation Zone,77.08,9668.1,12917.5,8979.0,13156.0,33.61,46.52,6.31,30.84,2.08,80.0,33,29,87.5,50.0,100,93,41.69,46.01,1.64,2.12,-23.57,False,False,80.0% closes stayed inside robust range | Range width is 33.6% | Current position is 6.3% inside range | Upside to range high is 30.8% | Downside to range low is 2.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ISFT,Wide / Volatile Range,46.54,66.21,93.12,54.05,102.0,40.65,88.71,72.53,8.62,22.77,80.0,14,37,87.5,20.0,20,70,34.47,67.55,0.84,29.49,-7.94,False,False,80.0% closes stayed inside robust range | Range width is 40.7% | Current position is 72.5% inside range | Upside to range high is 8.6% | Downside to range low is 22.8%
26.05.2026 at 04:05 PM IST,AWFIS,Wide / Volatile Range,50.0,268.39,494.45,229.05,545.75,84.23,138.27,38.82,38.83,24.64,80.0,18,26,87.5,20.0,65,87,35.36,47.41,8.17,32.7,-27.97,False,False,80.0% closes stayed inside robust range | Range width is 84.2% | Current position is 38.8% inside range | Upside to range high is 38.8% | Downside to range low is 24.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CANFINHOME,Accumulation Zone,81.57,826.38,930.19,772.0,971.5,12.56,25.84,12.69,10.8,1.57,80.0,35,44,87.5,100.0,100,50,47.95,27.01,1.02,1.59,-9.74,False,False,80.0% closes stayed inside robust range | Range width is 12.6% | Current position is 12.7% inside range | Upside to range high is 10.8% | Downside to range low is 1.6% | Stock is near lower band
26.05.2026 at 04:05 PM IST,LGBBROSLTD,Accumulation Zone,80.54,1650.13,1918.76,1515.6,2048.0,16.28,35.13,0.0,24.04,-6.67,80.0,25,34,87.5,100.0,100,40,51.1,15.07,0.69,-6.26,-19.38,False,False,80.0% closes stayed inside robust range | Range width is 16.3% | Current position is 0.0% inside range | Upside to range high is 24.0% | Downside to range low is -6.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,INNOVANA,Accumulation Zone,74.97,350.49,430.65,315.65,487.8,22.87,54.54,0.0,23.95,-0.87,80.0,22,26,87.5,80.0,100,30,50.63,19.1,0.27,-0.87,-19.32,False,False,80.0% closes stayed inside robust range | Range width is 22.9% | Current position is 0.0% inside range | Upside to range high is 23.9% | Downside to range low is -0.9% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BLUSPRING,Profit Booking Zone,50.49,49.96,68.8,43.98,75.5,37.69,71.67,96.41,0.99,26.65,80.0,18,36,87.5,50.0,5,80,35.76,53.04,0.29,36.34,-0.98,False,False,80.0% closes stayed inside robust range | Range width is 37.7% | Current position is 96.4% inside range | Upside to range high is 1.0% | Downside to range low is 26.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SPECIALITY,Profit Booking Zone,57.49,96.42,116.43,82.7,135.0,20.74,63.24,81.87,3.22,14.52,80.0,16,23,87.5,100.0,5,60,35.75,62.99,0.92,16.98,-3.12,False,False,80.0% closes stayed inside robust range | Range width is 20.7% | Current position is 81.9% inside range | Upside to range high is 3.2% | Downside to range low is 14.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,MARATHON,Neutral Range,57.17,413.49,545.16,368.3,580.0,31.85,57.48,62.55,9.94,16.61,80.0,23,19,87.5,50.0,20,100,35.28,46.14,1.19,19.92,-9.05,False,False,80.0% closes stayed inside robust range | Range width is 31.8% | Current position is 62.6% inside range | Upside to range high is 9.9% | Downside to range low is 16.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GOCOLORS,Wide / Volatile Range,50.0,266.63,464.85,237.05,525.2,74.34,121.56,38.86,35.27,22.41,80.0,23,27,87.5,20.0,65,57,37.88,71.93,3.42,28.89,-26.07,False,False,80.0% closes stayed inside robust range | Range width is 74.3% | Current position is 38.9% inside range | Upside to range high is 35.3% | Downside to range low is 22.4%
26.05.2026 at 04:05 PM IST,REDINGTON,Accumulation Zone,81.0,214.9,276.83,191.31,299.3,28.82,56.45,15.51,23.3,4.28,80.0,32,39,87.5,80.0,90,100,37.53,51.46,0.81,4.47,-18.9,False,False,80.0% closes stayed inside robust range | Range width is 28.8% | Current position is 15.5% inside range | Upside to range high is 23.3% | Downside to range low is 4.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TRANSRAILL,Accumulation Zone,76.67,485.7,598.95,450.05,644.9,23.32,43.3,29.49,15.38,6.43,80.83,30,28,89.58,80.0,90,60,45.15,20.23,1.37,6.88,-13.33,False,False,80.8% closes stayed inside robust range | Range width is 23.3% | Current position is 29.5% inside range | Upside to range high is 15.4% | Downside to range low is 6.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SERVOTECH,Wide / Volatile Range,47.68,66.56,94.24,57.51,102.2,41.59,77.71,99.87,0.04,29.35,80.0,21,19,87.5,20.0,5,100,37.04,48.51,0.43,41.54,-0.04,False,False,80.0% closes stayed inside robust range | Range width is 41.6% | Current position is 99.9% inside range | Upside to range high is 0.0% | Downside to range low is 29.3% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SURYAROSNI,Lower Range Watch,64.08,209.02,270.23,187.35,282.55,29.28,50.81,38.53,16.18,10.14,80.0,20,31,87.5,80.0,65,32,34.34,31.42,7.69,11.28,-13.92,False,False,80.0% closes stayed inside robust range | Range width is 29.3% | Current position is 38.5% inside range | Upside to range high is 16.2% | Downside to range low is 10.1%
26.05.2026 at 04:05 PM IST,LAXMIDENTL,Wide / Volatile Range,45.65,178.41,266.42,155.88,288.0,49.33,84.76,63.98,13.51,23.99,80.0,20,25,87.5,20.0,20,85,13.48,60.91,1.04,31.57,-11.9,False,False,80.0% closes stayed inside robust range | Range width is 49.3% | Current position is 64.0% inside range | Upside to range high is 13.5% | Downside to range low is 24.0%
26.05.2026 at 04:05 PM IST,PATANJALI,Accumulation Zone,87.63,459.84,551.18,438.0,582.35,19.86,32.96,6.47,18.34,1.27,80.0,41,30,87.5,100.0,100,100,38.38,53.85,0.72,1.29,-15.5,False,False,80.0% closes stayed inside robust range | Range width is 19.9% | Current position is 6.5% inside range | Upside to range high is 18.3% | Downside to range low is 1.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ARKADE,Neutral Range,61.89,104.7,138.82,92.62,166.39,32.59,79.65,53.09,13.03,14.75,80.0,19,23,87.5,50.0,40,100,33.43,47.63,1.39,17.3,-11.53,False,False,80.0% closes stayed inside robust range | Range width is 32.6% | Current position is 53.1% inside range | Upside to range high is 13.0% | Downside to range low is 14.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PENIND,Wide / Volatile Range,50.0,142.49,200.66,129.1,231.02,40.82,78.95,24.79,27.88,9.19,80.0,22,28,87.5,20.0,90,68,35.67,31.87,1.94,10.12,-21.8,False,False,80.0% closes stayed inside robust range | Range width is 40.8% | Current position is 24.8% inside range | Upside to range high is 27.9% | Downside to range low is 9.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BLUESTONE,Neutral Range,65.07,427.6,541.45,399.8,596.0,26.63,49.07,45.02,13.07,10.7,80.0,19,21,87.5,80.0,40,100,14.66,36.03,0.24,11.99,-11.56,False,False,80.0% closes stayed inside robust range | Range width is 26.6% | Current position is 45.0% inside range | Upside to range high is 13.1% | Downside to range low is 10.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SAKSOFT,Wide / Volatile Range,50.0,127.03,198.15,107.59,209.69,55.99,94.9,27.64,35.08,13.4,80.0,16,21,87.5,20.0,90,100,38.81,48.51,0.72,15.48,-25.97,False,False,80.0% closes stayed inside robust range | Range width is 56.0% | Current position is 27.6% inside range | Upside to range high is 35.1% | Downside to range low is 13.4% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,DENORA,Neutral Range,60.42,610.45,760.41,560.25,875.2,24.57,56.22,74.49,5.3,15.47,80.0,21,20,87.5,80.0,20,75,41.93,34.96,0.36,18.3,-5.03,False,False,80.0% closes stayed inside robust range | Range width is 24.6% | Current position is 74.5% inside range | Upside to range high is 5.3% | Downside to range low is 15.5%
26.05.2026 at 04:05 PM IST,MAZDOCK,Neutral Range,70.09,2279.18,2651.74,2057.4,2810.0,16.35,36.58,48.56,7.79,7.35,80.0,24,22,87.5,100.0,40,75,46.43,32.09,0.43,7.94,-7.23,False,False,80.0% closes stayed inside robust range | Range width is 16.3% | Current position is 48.6% inside range | Upside to range high is 7.8% | Downside to range low is 7.4%
26.05.2026 at 04:05 PM IST,WAAREERTL,Neutral Range,63.29,829.44,1051.89,779.5,1202.0,26.82,54.2,73.44,5.95,16.45,80.0,23,20,87.5,80.0,20,100,36.08,37.34,1.06,19.7,-5.62,False,False,80.0% closes stayed inside robust range | Range width is 26.8% | Current position is 73.4% inside range | Upside to range high is 6.0% | Downside to range low is 16.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SAFARI,Wide / Volatile Range,50.0,1471.89,2289.1,1363.1,2502.6,55.52,83.6,8.42,48.58,4.47,80.0,25,17,87.5,20.0,100,75,37.42,58.2,0.62,4.67,-32.69,False,False,80.0% closes stayed inside robust range | Range width is 55.5% | Current position is 8.4% inside range | Upside to range high is 48.6% | Downside to range low is 4.5% | Stock is near lower band
26.05.2026 at 04:05 PM IST,INDRAMEDCO,Accumulation Zone,80.95,368.97,460.93,342.0,516.5,24.93,51.02,2.97,24.01,0.74,80.0,20,22,87.5,80.0,100,75,45.51,31.49,0.95,0.74,-19.36,False,False,80.0% closes stayed inside robust range | Range width is 24.9% | Current position is 3.0% inside range | Upside to range high is 24.0% | Downside to range low is 0.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ELDEHSG,Range Breakdown Risk,35.0,804.77,951.28,740.0,1044.1,18.21,41.09,0.0,22.74,-3.83,80.0,34,25,87.5,100.0,100,47,45.96,36.13,7.87,-3.69,-18.53,True,False,80.0% closes stayed inside robust range | Range width is 18.2% | Current position is 0.0% inside range | Upside to range high is 22.7% | Downside to range low is -3.8% | Price is below lower range with elevated volume | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,WILLAMAGOR,Lower Range Watch,79.21,25.88,30.53,21.11,33.7,17.96,59.64,43.21,9.47,7.2,80.0,27,27,87.5,100.0,65,100,40.54,49.91,0.99,7.76,-8.65,False,False,80.0% closes stayed inside robust range | Range width is 18.0% | Current position is 43.2% inside range | Upside to range high is 9.5% | Downside to range low is 7.2% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,QUADFUTURE,Neutral Range,67.34,280.24,327.66,248.55,369.7,16.92,48.74,47.9,8.15,7.5,80.0,28,23,87.5,100.0,40,87,16.08,42.81,13.31,8.1,-7.54,False,False,80.0% closes stayed inside robust range | Range width is 16.9% | Current position is 47.9% inside range | Upside to range high is 8.2% | Downside to range low is 7.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BAJAJHFL,Accumulation Zone,84.2,81.72,95.82,72.65,105.55,17.26,45.29,23.61,12.67,3.92,80.0,30,33,87.5,100.0,90,93,39.17,41.75,1.54,4.07,-11.24,False,False,80.0% closes stayed inside robust range | Range width is 17.3% | Current position is 23.6% inside range | Upside to range high is 12.7% | Downside to range low is 3.9% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RBZJEWEL,Accumulation Zone,75.65,118.05,146.75,100.0,162.4,24.31,62.4,21.74,18.07,5.02,80.0,18,24,87.5,80.0,90,55,46.82,31.79,1.23,5.29,-15.3,False,False,80.0% closes stayed inside robust range | Range width is 24.3% | Current position is 21.7% inside range | Upside to range high is 18.1% | Downside to range low is 5.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SMLT,Lower Range Watch,67.09,66.47,90.29,56.61,101.2,35.84,78.77,32.9,21.51,10.55,80.0,21,19,87.5,50.0,65,90,36.46,51.94,0.31,11.79,-17.7,False,False,80.0% closes stayed inside robust range | Range width is 35.8% | Current position is 32.9% inside range | Upside to range high is 21.5% | Downside to range low is 10.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NPST,Wide / Volatile Range,50.0,1035.57,1464.74,846.6,1700.0,41.44,100.8,6.55,37.7,2.64,80.0,21,20,87.5,20.0,100,43,46.35,27.49,1.82,2.72,-27.38,False,False,80.0% closes stayed inside robust range | Range width is 41.4% | Current position is 6.6% inside range | Upside to range high is 37.7% | Downside to range low is 2.6% | Stock is near lower band
26.05.2026 at 04:05 PM IST,AIRAN,Neutral Range,65.3,14.87,18.32,12.63,21.68,23.2,71.65,62.03,7.7,12.58,82.5,25,31,93.75,80.0,20,100,39.12,51.86,1.13,14.39,-7.15,False,False,82.5% closes stayed inside robust range | Range width is 23.2% | Current position is 62.0% inside range | Upside to range high is 7.7% | Downside to range low is 12.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,AURIONPRO,Accumulation Zone,77.59,788.66,1101.49,719.6,1184.9,39.67,64.66,7.7,35.53,2.96,80.0,17,22,87.5,50.0,100,90,48.12,39.17,0.46,3.05,-26.21,False,False,80.0% closes stayed inside robust range | Range width is 39.7% | Current position is 7.7% inside range | Upside to range high is 35.5% | Downside to range low is 3.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PUNJABCHEM,Accumulation Zone,76.02,999.04,1261.65,876.6,1440.0,26.29,64.27,4.02,24.97,1.05,80.0,26,20,87.5,80.0,100,40,47.66,18.12,1.02,1.06,-19.98,False,False,80.0% closes stayed inside robust range | Range width is 26.3% | Current position is 4.0% inside range | Upside to range high is 25.0% | Downside to range low is 1.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,CONTROLPR,Accumulation Zone,80.95,617.22,714.7,517.0,784.4,15.79,51.72,0.0,17.45,-1.43,80.0,30,22,87.5,100.0,100,48,45.86,32.43,1.92,-1.41,-14.86,False,False,80.0% closes stayed inside robust range | Range width is 15.8% | Current position is 0.0% inside range | Upside to range high is 17.5% | Downside to range low is -1.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SUPREMEINF,Neutral Range,55.12,68.53,87.52,58.11,99.14,27.72,70.61,66.82,7.76,15.63,80.0,15,31,87.5,80.0,20,47,34.61,27.81,3.49,18.52,-7.2,False,False,80.0% closes stayed inside robust range | Range width is 27.7% | Current position is 66.8% inside range | Upside to range high is 7.8% | Downside to range low is 15.6%
26.05.2026 at 04:05 PM IST,GATEWAY,Accumulation Zone,80.72,54.6,60.57,48.1,65.28,10.94,35.72,18.95,8.69,2.03,80.0,27,47,87.5,100.0,90,60,48.99,22.68,0.42,2.07,-7.99,False,False,80.0% closes stayed inside robust range | Range width is 10.9% | Current position is 19.0% inside range | Upside to range high is 8.7% | Downside to range low is 2.0% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SHAKTIPUMP,Wide / Volatile Range,50.0,495.35,723.2,456.35,796.2,46.0,74.47,6.37,41.85,2.84,80.0,28,22,87.5,20.0,100,60,48.99,28.46,0.32,2.93,-29.5,False,False,80.0% closes stayed inside robust range | Range width is 46.0% | Current position is 6.4% inside range | Upside to range high is 41.8% | Downside to range low is 2.8% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ELECTCAST,Profit Booking Zone,59.7,69.59,84.12,60.15,95.9,20.87,59.43,86.33,2.42,15.27,80.0,33,23,87.5,100.0,5,75,35.49,30.11,0.79,18.02,-2.36,False,False,80.0% closes stayed inside robust range | Range width is 20.9% | Current position is 86.3% inside range | Upside to range high is 2.4% | Downside to range low is 15.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,MAXHEALTH,Accumulation Zone,81.75,958.55,1085.46,903.0,1167.4,13.24,29.28,27.89,9.21,3.56,80.0,22,39,87.5,100.0,90,70,45.82,45.0,1.04,3.69,-8.43,False,False,80.0% closes stayed inside robust range | Range width is 13.2% | Current position is 27.9% inside range | Upside to range high is 9.2% | Downside to range low is 3.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NILASPACES,Accumulation Zone,74.65,12.94,15.98,11.35,17.0,23.49,49.78,0.0,27.7,-3.41,80.0,32,26,87.5,80.0,100,30,48.52,28.74,1.13,-3.29,-21.69,False,False,80.0% closes stayed inside robust range | Range width is 23.5% | Current position is 0.0% inside range | Upside to range high is 27.7% | Downside to range low is -3.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,PRICOLLTD,Accumulation Zone,85.35,537.9,639.73,508.95,694.2,18.93,36.4,23.87,13.79,4.32,80.0,25,30,87.5,100.0,90,90,49.87,45.06,0.41,4.52,-12.12,False,False,80.0% closes stayed inside robust range | Range width is 18.9% | Current position is 23.9% inside range | Upside to range high is 13.8% | Downside to range low is 4.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NAHARPOLY,Profit Booking Zone,63.37,225.41,258.39,200.0,289.0,14.63,44.5,99.72,0.04,12.73,80.0,26,41,87.5,100.0,5,100,35.0,43.71,0.68,14.59,-0.04,False,False,80.0% closes stayed inside robust range | Range width is 14.6% | Current position is 99.7% inside range | Upside to range high is 0.0% | Downside to range low is 12.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RAMKY,Accumulation Zone,78.47,449.23,557.63,424.5,601.6,24.13,41.72,18.1,18.94,4.18,80.0,27,25,87.5,80.0,90,78,42.64,32.93,1.63,4.37,-15.92,False,False,80.0% closes stayed inside robust range | Range width is 24.1% | Current position is 18.1% inside range | Upside to range high is 18.9% | Downside to range low is 4.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BHAGERIA,Accumulation Zone,75.29,147.95,180.58,127.51,190.52,22.06,49.42,25.51,15.55,5.33,80.0,25,29,87.5,80.0,90,60,39.46,28.26,1.25,5.63,-13.46,False,False,80.0% closes stayed inside robust range | Range width is 22.1% | Current position is 25.5% inside range | Upside to range high is 15.6% | Downside to range low is 5.3% | Stock is near lower band
26.05.2026 at 04:05 PM IST,JKTYRE,Accumulation Zone,77.15,391.74,536.27,357.7,611.9,36.9,71.07,1.67,36.06,0.61,80.0,23,20,87.5,50.0,100,93,42.15,40.36,1.56,0.62,-26.5,False,False,80.0% closes stayed inside robust range | Range width is 36.9% | Current position is 1.7% inside range | Upside to range high is 36.1% | Downside to range low is 0.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,EIEL,Wide / Volatile Range,47.36,146.62,212.05,134.71,227.0,44.63,68.51,92.76,2.28,29.28,80.0,14,30,87.5,20.0,5,100,34.92,47.43,0.98,41.4,-2.23,False,False,80.0% closes stayed inside robust range | Range width is 44.6% | Current position is 92.8% inside range | Upside to range high is 2.3% | Downside to range low is 29.3% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GIPCL,Profit Booking Zone,63.84,132.03,157.74,119.9,163.8,19.47,36.61,89.69,1.71,14.87,80.0,20,37,87.5,100.0,5,100,38.07,47.04,0.65,17.46,-1.68,False,False,80.0% closes stayed inside robust range | Range width is 19.5% | Current position is 89.7% inside range | Upside to range high is 1.7% | Downside to range low is 14.9% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GSFC,Neutral Range,69.99,155.19,181.18,138.83,187.99,16.74,35.41,54.38,7.0,8.35,80.0,19,35,87.5,100.0,40,80,40.74,35.88,0.65,9.11,-6.54,False,False,80.0% closes stayed inside robust range | Range width is 16.7% | Current position is 54.4% inside range | Upside to range high is 7.0% | Downside to range low is 8.3% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MOTISONS,Accumulation Zone,68.56,11.69,16.01,10.62,17.4,36.95,63.84,0.0,38.5,-1.13,80.0,23,28,87.5,50.0,100,30,47.93,19.13,0.44,-1.12,-27.8,False,False,80.0% closes stayed inside robust range | Range width is 37.0% | Current position is 0.0% inside range | Upside to range high is 38.5% | Downside to range low is -1.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,LEMONTREE,Wide / Volatile Range,50.0,107.62,161.55,99.61,167.87,50.11,68.53,17.77,37.83,8.18,80.0,21,23,87.5,20.0,90,100,35.31,39.46,0.9,8.91,-27.45,False,False,80.0% closes stayed inside robust range | Range width is 50.1% | Current position is 17.8% inside range | Upside to range high is 37.8% | Downside to range low is 8.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VLSFINANCE,Accumulation Zone,74.73,225.12,303.48,205.0,339.0,34.8,65.37,17.5,27.06,5.74,80.0,25,21,87.5,50.0,90,100,35.69,45.31,0.92,6.09,-21.3,False,False,80.0% closes stayed inside robust range | Range width is 34.8% | Current position is 17.5% inside range | Upside to range high is 27.1% | Downside to range low is 5.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SUDARSCHEM,Profit Booking Zone,51.88,799.85,986.13,726.4,1129.9,23.29,55.55,100.0,-1.7,20.27,80.0,22,30,87.5,80.0,5,72,13.03,57.58,5.45,25.42,1.73,False,False,80.0% closes stayed inside robust range | Range width is 23.3% | Current position is 100.0% inside range | Upside to range high is -1.7% | Downside to range low is 20.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,HCC,Wide / Volatile Range,46.02,15.47,22.04,13.65,24.65,42.5,80.59,98.48,0.46,29.5,80.83,16,19,89.58,20.0,5,85,37.48,34.19,0.87,41.85,-0.45,False,False,80.8% closes stayed inside robust range | Range width is 42.5% | Current position is 98.5% inside range | Upside to range high is 0.5% | Downside to range low is 29.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,JUBLFOOD,Range Breakdown Risk,35.0,444.87,566.56,408.8,610.5,27.36,49.34,0.0,31.74,-3.45,80.0,23,25,87.5,80.0,100,28,44.22,34.56,1.6,-3.33,-24.1,True,False,80.0% closes stayed inside robust range | Range width is 27.4% | Current position is 0.0% inside range | Upside to range high is 31.7% | Downside to range low is -3.4% | Price is below lower range with elevated volume | Stock is near lower band
26.05.2026 at 04:05 PM IST,TBOTEK,Wide / Volatile Range,50.0,1140.9,1671.68,1004.2,1734.4,46.52,72.71,13.96,37.59,6.1,80.0,21,24,87.5,20.0,100,100,39.72,38.22,0.91,6.49,-27.32,False,False,80.0% closes stayed inside robust range | Range width is 46.5% | Current position is 14.0% inside range | Upside to range high is 37.6% | Downside to range low is 6.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ASHOKAMET,Profit Booking Zone,58.9,13.83,16.34,12.13,17.7,18.16,45.92,78.07,3.49,12.42,80.0,34,28,87.5,100.0,5,65,40.16,33.56,1.44,14.18,-3.37,False,False,80.0% closes stayed inside robust range | Range width is 18.2% | Current position is 78.1% inside range | Upside to range high is 3.5% | Downside to range low is 12.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GUJTHEM,Wide / Volatile Range,50.0,276.96,408.11,225.05,457.8,47.35,103.42,69.19,10.99,24.68,80.0,19,21,87.5,20.0,20,100,35.56,46.87,1.39,32.76,-9.9,False,False,80.0% closes stayed inside robust range | Range width is 47.4% | Current position is 69.2% inside range | Upside to range high is 11.0% | Downside to range low is 24.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,LICHSGFIN,Profit Booking Zone,59.99,502.98,554.93,458.9,598.2,10.33,30.36,79.25,1.98,7.57,80.0,32,40,87.5,100.0,5,75,37.46,32.82,0.37,8.18,-1.94,False,False,80.0% closes stayed inside robust range | Range width is 10.3% | Current position is 79.2% inside range | Upside to range high is 2.0% | Downside to range low is 7.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GODIGIT,Accumulation Zone,87.48,310.62,345.89,300.35,360.1,11.36,19.89,0.0,13.15,-1.61,80.0,31,37,87.5,100.0,100,90,47.34,52.48,0.72,-1.58,-11.62,False,False,80.0% closes stayed inside robust range | Range width is 11.4% | Current position is 0.0% inside range | Upside to range high is 13.1% | Downside to range low is -1.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,WAKEFIT,Accumulation Zone,69.54,139.04,194.1,118.72,224.0,39.59,88.68,0.0,48.94,-6.69,79.63,16,18,86.57,50.0,100,70,15.99,47.63,0.3,-6.27,-32.86,False,False,79.6% closes stayed inside robust range | Range width is 39.6% | Current position is 0.0% inside range | Upside to range high is 48.9% | Downside to range low is -6.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,EIDPARRY,Range Breakdown Risk,35.0,790.5,1032.96,750.95,1079.9,30.67,43.8,0.0,35.11,-3.39,80.0,26,25,87.5,50.0,100,17,41.93,19.32,4.17,-3.28,-25.98,True,False,80.0% closes stayed inside robust range | Range width is 30.7% | Current position is 0.0% inside range | Upside to range high is 35.1% | Downside to range low is -3.4% | Price is below lower range with elevated volume | Stock is near lower band
26.05.2026 at 04:05 PM IST,INOXGREEN,Wide / Volatile Range,49.19,145.7,206.44,132.58,222.99,41.69,68.19,55.3,15.15,18.73,80.0,16,19,87.5,20.0,40,50,38.78,27.07,0.41,23.05,-13.15,False,False,80.0% closes stayed inside robust range | Range width is 41.7% | Current position is 55.3% inside range | Upside to range high is 15.1% | Downside to range low is 18.7%
26.05.2026 at 04:05 PM IST,MURUDCERA,Neutral Range,66.19,29.38,35.0,25.16,37.35,19.1,48.45,67.09,5.57,11.36,80.0,16,44,87.5,100.0,20,90,38.76,43.82,1.2,12.81,-5.28,False,False,80.0% closes stayed inside robust range | Range width is 19.1% | Current position is 67.1% inside range | Upside to range high is 5.6% | Downside to range low is 11.4% | RSI is in a reasonable range-bound zone
