range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,GVT&D,Wide / Volatile Range,50.0,2796.0,4498.84,2523.2,4962.4,60.9,96.67,100.0,-7.21,42.33,80.83,17,20,89.58,20.0,5,85,83.47,59.4,0.68,73.4,7.77,False,False,80.8% closes stayed inside robust range | Range width is 60.9% | Current position is 100.0% inside range | Upside to range high is -7.2% | Downside to range low is 42.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,HINDZINC,Profit Booking Zone,65.14,512.36,648.08,482.0,733.0,26.49,52.07,99.5,0.11,20.86,80.0,19,32,87.5,80.0,5,85,88.4,55.81,1.28,26.36,-0.1,False,False,80.0% closes stayed inside robust range | Range width is 26.5% | Current position is 99.5% inside range | Upside to range high is 0.1% | Downside to range low is 20.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ADVENZYMES,Profit Booking Zone,56.62,272.6,360.24,251.95,419.0,32.15,66.3,100.0,-4.39,27.65,80.83,22,17,89.58,50.0,5,65,88.14,59.75,0.19,38.22,4.6,False,False,80.8% closes stayed inside robust range | Range width is 32.1% | Current position is 100.0% inside range | Upside to range high is -4.4% | Downside to range low is 27.7% | Stock is near upper band
26.05.2026 at 04:05 PM IST,OFSS,Wide / Volatile Range,50.0,6642.15,9529.5,6234.5,9999.0,43.47,60.38,100.0,-3.57,32.79,80.0,26,17,87.5,20.0,5,100,88.11,54.3,1.05,48.78,3.7,False,False,80.0% closes stayed inside robust range | Range width is 43.5% | Current position is 100.0% inside range | Upside to range high is -3.6% | Downside to range low is 32.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SAKAR,Wide / Volatile Range,48.04,388.17,629.15,352.5,837.75,62.08,137.66,100.0,-20.0,50.64,80.0,20,20,87.5,20.0,5,60,79.47,69.81,0.37,102.59,24.99,False,False,80.0% closes stayed inside robust range | Range width is 62.1% | Current position is 100.0% inside range | Upside to range high is -20.0% | Downside to range low is 50.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,KEI,Profit Booking Zone,64.44,4066.12,5089.25,3728.7,5345.0,25.16,43.35,100.0,-4.08,23.36,80.0,33,22,87.5,80.0,5,85,83.74,60.05,0.47,30.48,4.25,False,False,80.0% closes stayed inside robust range | Range width is 25.2% | Current position is 100.0% inside range | Upside to range high is -4.1% | Downside to range low is 23.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,BSE,Wide / Volatile Range,50.0,2652.96,3890.66,2530.0,4425.0,46.65,74.9,100.0,-11.64,39.75,80.0,31,15,87.5,20.0,5,70,82.75,79.53,0.93,65.98,13.18,False,False,80.0% closes stayed inside robust range | Range width is 46.7% | Current position is 100.0% inside range | Upside to range high is -11.6% | Downside to range low is 39.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,IOLCP,Range Breakout Watch,55.0,71.56,98.6,67.19,138.9,37.79,106.73,100.0,-27.53,47.41,80.0,25,15,87.5,50.0,5,57,75.5,83.53,2.97,90.14,37.99,False,True,80.0% closes stayed inside robust range | Range width is 37.8% | Current position is 100.0% inside range | Upside to range high is -27.5% | Downside to range low is 47.4% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,ALIVUS,Profit Booking Zone,70.13,883.38,1068.17,819.0,1148.4,20.92,40.22,100.0,-2.07,19.01,80.0,41,32,87.5,100.0,5,100,80.0,40.55,1.28,23.47,2.11,False,False,80.0% closes stayed inside robust range | Range width is 20.9% | Current position is 100.0% inside range | Upside to range high is -2.1% | Downside to range low is 19.0% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MAYURUNIQ,Profit Booking Zone,62.23,488.64,601.96,471.2,766.0,23.19,62.56,100.0,-19.37,34.55,80.0,41,19,87.5,80.0,5,70,84.04,78.16,0.46,52.78,24.02,False,False,80.0% closes stayed inside robust range | Range width is 23.2% | Current position is 100.0% inside range | Upside to range high is -19.4% | Downside to range low is 34.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SEAMECLTD,Wide / Volatile Range,50.0,1016.76,1557.39,905.0,1709.2,53.17,88.86,100.0,-2.37,36.26,80.0,20,30,87.5,20.0,5,85,81.32,56.1,0.46,56.89,2.43,False,False,80.0% closes stayed inside robust range | Range width is 53.2% | Current position is 100.0% inside range | Upside to range high is -2.4% | Downside to range low is 36.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SBCL,Wide / Volatile Range,50.0,414.68,605.06,368.6,789.0,45.91,114.05,100.0,-19.19,44.62,80.0,30,21,87.5,20.0,5,57,76.82,73.75,5.35,80.56,23.75,False,True,80.0% closes stayed inside robust range | Range width is 45.9% | Current position is 100.0% inside range | Upside to range high is -19.2% | Downside to range low is 44.6% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,GRANULES,Profit Booking Zone,62.29,563.57,731.84,531.8,778.75,29.86,46.44,100.0,-3.26,25.5,80.0,43,16,87.5,80.0,5,75,79.43,57.98,0.57,34.23,3.37,False,False,80.0% closes stayed inside robust range | Range width is 29.9% | Current position is 100.0% inside range | Upside to range high is -3.3% | Downside to range low is 25.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SUNPHARMA,Profit Booking Zone,67.51,1664.17,1840.62,1583.7,1916.6,10.6,21.02,100.0,-0.01,9.6,80.0,35,40,87.5,100.0,5,80,82.56,48.26,0.77,10.61,0.01,False,False,80.0% closes stayed inside robust range | Range width is 10.6% | Current position is 100.0% inside range | Upside to range high is -0.0% | Downside to range low is 9.6% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ACUTAAS,Wide / Volatile Range,49.8,1659.15,2727.22,1570.0,3069.0,64.37,95.48,100.0,-10.14,45.33,80.0,27,17,87.5,20.0,5,70,81.18,70.48,0.89,82.91,11.28,False,False,80.0% closes stayed inside robust range | Range width is 64.4% | Current position is 100.0% inside range | Upside to range high is -10.1% | Downside to range low is 45.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GRWRHITECH,Wide / Volatile Range,49.63,3012.07,5197.78,2690.7,5857.0,72.57,117.68,100.0,-10.34,48.05,80.0,17,14,87.5,20.0,5,70,80.03,65.39,0.59,92.48,11.54,False,False,80.0% closes stayed inside robust range | Range width is 72.6% | Current position is 100.0% inside range | Upside to range high is -10.3% | Downside to range low is 48.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GLAND,Profit Booking Zone,64.32,1664.77,1890.3,1573.6,2396.0,13.55,52.26,100.0,-18.09,27.87,80.0,50,28,87.5,100.0,5,60,81.33,80.39,1.09,38.63,22.09,False,False,80.0% closes stayed inside robust range | Range width is 13.5% | Current position is 100.0% inside range | Upside to range high is -18.1% | Downside to range low is 27.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,CAPLIPOINT,Profit Booking Zone,66.35,1635.91,1964.52,1500.3,2099.0,20.09,39.91,100.0,-3.5,19.64,80.0,23,27,87.5,100.0,5,70,84.86,69.43,0.47,24.44,3.63,False,False,80.0% closes stayed inside robust range | Range width is 20.1% | Current position is 100.0% inside range | Upside to range high is -3.5% | Downside to range low is 19.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SYNCOMF,Range Breakout Watch,60.69,11.82,14.92,10.21,16.56,26.29,62.19,100.0,-6.73,26.15,80.0,22,20,87.5,80.0,5,63,80.75,68.0,1.61,35.41,7.22,False,True,80.0% closes stayed inside robust range | Range width is 26.3% | Current position is 100.0% inside range | Upside to range high is -6.7% | Downside to range low is 26.2% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,THYROCARE,Profit Booking Zone,62.68,369.78,470.65,342.55,526.0,27.28,53.55,100.0,-6.29,26.38,80.0,22,32,87.5,80.0,5,70,87.02,65.07,0.54,35.83,6.71,False,False,80.0% closes stayed inside robust range | Range width is 27.3% | Current position is 100.0% inside range | Upside to range high is -6.3% | Downside to range low is 26.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SCHAEFFLER,Profit Booking Zone,68.6,3768.55,4247.36,3518.4,4467.7,12.71,26.98,89.29,1.22,10.19,80.0,57,26,87.5,100.0,5,87,82.86,50.2,2.44,11.35,-1.21,False,False,80.0% closes stayed inside robust range | Range width is 12.7% | Current position is 89.3% inside range | Upside to range high is 1.2% | Downside to range low is 10.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SOLARINDS,Profit Booking Zone,61.37,12409.8,15849.2,11646.0,18699.0,27.72,60.56,100.0,-14.23,32.84,80.0,29,21,87.5,80.0,5,70,78.31,79.67,0.6,48.91,16.59,False,False,80.0% closes stayed inside robust range | Range width is 27.7% | Current position is 100.0% inside range | Upside to range high is -14.2% | Downside to range low is 32.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,TIPSMUSIC,Profit Booking Zone,66.11,512.97,649.7,481.15,692.1,26.66,43.84,100.0,-0.83,21.7,80.83,32,24,89.58,80.0,5,90,86.41,50.81,0.75,27.72,0.84,False,False,80.8% closes stayed inside robust range | Range width is 26.7% | Current position is 100.0% inside range | Upside to range high is -0.8% | Downside to range low is 21.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GALAPREC,Range Breakout Watch,63.62,716.26,828.51,671.2,950.0,15.67,41.54,100.0,-10.93,23.0,80.0,38,23,87.5,100.0,5,57,79.65,70.48,5.08,29.87,12.27,False,True,80.0% closes stayed inside robust range | Range width is 15.7% | Current position is 100.0% inside range | Upside to range high is -10.9% | Downside to range low is 23.0% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,PIDILITIND,Profit Booking Zone,65.77,1339.22,1492.33,1259.0,1525.0,11.43,21.13,90.97,0.94,9.42,80.0,24,68,87.5,100.0,5,70,80.96,62.99,0.42,10.4,-0.93,False,False,80.0% closes stayed inside robust range | Range width is 11.4% | Current position is 91.0% inside range | Upside to range high is 0.9% | Downside to range low is 9.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,EMMVEE,Wide / Volatile Range,49.96,188.35,264.25,171.51,302.5,40.3,76.37,100.0,-10.56,36.25,80.0,26,29,87.5,20.0,5,70,82.21,70.94,1.14,56.86,11.8,False,False,80.0% closes stayed inside robust range | Range width is 40.3% | Current position is 100.0% inside range | Upside to range high is -10.6% | Downside to range low is 36.2% | Stock is near upper band
26.05.2026 at 04:05 PM IST,TALBROAUTO,Profit Booking Zone,57.66,242.03,327.26,219.9,372.8,35.21,69.53,100.0,-6.12,30.57,80.0,27,19,87.5,50.0,5,85,78.58,58.59,0.58,44.03,6.52,False,False,80.0% closes stayed inside robust range | Range width is 35.2% | Current position is 100.0% inside range | Upside to range high is -6.1% | Downside to range low is 30.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,HESTERBIO,Range Breakout Watch,62.78,1414.26,1695.44,1239.3,2238.7,19.88,80.64,100.0,-21.38,34.42,80.0,31,22,87.5,100.0,5,57,74.05,84.38,5.79,52.48,27.19,False,True,80.0% closes stayed inside robust range | Range width is 19.9% | Current position is 100.0% inside range | Upside to range high is -21.4% | Downside to range low is 34.4% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,NAM-INDIA,Profit Booking Zone,66.72,830.67,1066.92,795.8,1125.0,28.44,41.37,100.0,-2.63,24.19,80.0,28,18,87.5,80.0,5,100,83.95,50.32,0.96,31.91,2.7,False,False,80.0% closes stayed inside robust range | Range width is 28.4% | Current position is 100.0% inside range | Upside to range high is -2.6% | Downside to range low is 24.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,INOXINDIA,Profit Booking Zone,59.64,1113.26,1487.29,1068.2,1615.9,33.6,51.27,100.0,-0.05,25.19,80.0,47,23,87.5,50.0,5,100,76.74,47.26,1.22,33.67,0.05,False,False,80.0% closes stayed inside robust range | Range width is 33.6% | Current position is 100.0% inside range | Upside to range high is -0.1% | Downside to range low is 25.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,USHAMART,Profit Booking Zone,68.13,405.48,465.52,380.0,490.0,14.81,28.95,100.0,-3.18,15.67,80.0,34,33,87.5,100.0,5,85,81.67,56.66,0.65,18.58,3.28,False,False,80.0% closes stayed inside robust range | Range width is 14.8% | Current position is 100.0% inside range | Upside to range high is -3.2% | Downside to range low is 15.7% | Stock is near upper band
26.05.2026 at 04:05 PM IST,CARERATING,Profit Booking Zone,67.91,1529.68,1688.59,1392.7,1838.0,10.39,31.97,90.25,0.93,8.57,80.0,42,28,87.5,100.0,5,80,85.23,50.6,0.36,9.38,-0.92,False,False,80.0% closes stayed inside robust range | Range width is 10.4% | Current position is 90.3% inside range | Upside to range high is 0.9% | Downside to range low is 8.6% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ANTELOPUS,Wide / Volatile Range,49.06,392.91,696.04,357.0,789.9,77.15,121.26,100.0,-9.23,48.76,80.0,20,18,87.5,20.0,5,70,76.21,63.89,0.41,95.17,10.17,False,False,80.0% closes stayed inside robust range | Range width is 77.1% | Current position is 100.0% inside range | Upside to range high is -9.2% | Downside to range low is 48.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SANGHVIMOV,Wide / Volatile Range,50.0,245.83,344.42,223.8,398.8,40.11,78.19,100.0,-9.73,35.57,80.0,18,19,87.5,20.0,5,70,76.65,70.56,1.4,55.21,10.78,False,True,80.0% closes stayed inside robust range | Range width is 40.1% | Current position is 100.0% inside range | Upside to range high is -9.7% | Downside to range low is 35.6% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,MONARCH,Profit Booking Zone,68.24,262.58,310.12,235.45,336.0,18.1,42.71,100.0,-6.15,20.54,80.0,21,43,87.5,100.0,5,85,82.41,61.9,0.47,25.85,6.56,False,False,80.0% closes stayed inside robust range | Range width is 18.1% | Current position is 100.0% inside range | Upside to range high is -6.2% | Downside to range low is 20.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,KOPRAN,Range Breakout Watch,55.0,120.93,162.5,107.0,203.5,34.37,90.19,100.0,-16.2,37.63,80.0,20,21,87.5,50.0,5,57,69.78,68.62,3.06,60.34,19.33,False,True,80.0% closes stayed inside robust range | Range width is 34.4% | Current position is 100.0% inside range | Upside to range high is -16.2% | Downside to range low is 37.6% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,AEROFLEX,Wide / Volatile Range,50.0,176.0,365.02,158.0,458.7,107.4,190.32,100.0,-9.47,56.35,80.0,24,14,87.5,20.0,5,85,76.47,61.09,0.3,129.09,10.46,False,False,80.0% closes stayed inside robust range | Range width is 107.4% | Current position is 100.0% inside range | Upside to range high is -9.5% | Downside to range low is 56.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,SENORES,Profit Booking Zone,60.75,751.56,941.24,706.0,1194.4,25.24,69.18,100.0,-18.52,34.94,80.0,25,17,87.5,80.0,5,70,74.19,74.49,0.38,53.7,22.73,False,False,80.0% closes stayed inside robust range | Range width is 25.2% | Current position is 100.0% inside range | Upside to range high is -18.5% | Downside to range low is 34.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,BAJAJ-AUTO,Profit Booking Zone,65.9,8959.15,10267.7,8624.0,10785.0,14.61,25.06,100.0,-3.07,15.42,80.0,37,23,87.5,100.0,5,75,76.86,56.75,1.23,18.24,3.17,False,False,80.0% closes stayed inside robust range | Range width is 14.6% | Current position is 100.0% inside range | Upside to range high is -3.1% | Downside to range low is 15.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,BLSE,Wide / Volatile Range,50.0,143.29,209.06,124.3,232.4,45.9,86.97,100.0,-4.49,34.54,80.0,15,26,87.5,20.0,5,57,73.65,71.97,2.73,52.76,4.7,False,True,80.0% closes stayed inside robust range | Range width is 45.9% | Current position is 100.0% inside range | Upside to range high is -4.5% | Downside to range low is 34.5% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,STAR,Profit Booking Zone,54.26,859.47,1146.44,768.65,1231.0,33.39,60.15,100.0,-1.95,26.49,80.0,41,14,87.5,50.0,5,70,70.88,70.51,0.7,36.04,1.99,False,False,80.0% closes stayed inside robust range | Range width is 33.4% | Current position is 100.0% inside range | Upside to range high is -1.9% | Downside to range low is 26.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ANANDRATHI,Profit Booking Zone,64.87,2912.06,3606.82,2707.7,3735.0,23.86,37.94,97.18,0.55,18.82,80.0,34,32,87.5,80.0,5,90,81.66,45.48,0.9,23.18,-0.54,False,False,80.0% closes stayed inside robust range | Range width is 23.9% | Current position is 97.2% inside range | Upside to range high is 0.5% | Downside to range low is 18.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NAVINFLUOR,Profit Booking Zone,66.07,5800.15,6955.55,5440.0,7525.0,19.92,38.33,100.0,-5.96,21.58,80.0,36,20,87.5,100.0,5,70,83.0,65.37,0.65,27.51,6.33,False,False,80.0% closes stayed inside robust range | Range width is 19.9% | Current position is 100.0% inside range | Upside to range high is -6.0% | Downside to range low is 21.6% | Stock is near upper band
26.05.2026 at 04:05 PM IST,IKS,Profit Booking Zone,66.5,1336.85,1697.52,1262.0,1777.0,26.98,40.81,85.66,3.14,18.77,80.0,22,52,87.5,80.0,5,100,82.53,47.74,0.48,23.11,-3.05,False,False,80.0% closes stayed inside robust range | Range width is 27.0% | Current position is 85.7% inside range | Upside to range high is 3.1% | Downside to range low is 18.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,METROPOLIS,Profit Booking Zone,67.17,450.03,508.82,412.25,600.0,13.06,45.54,100.0,-5.92,16.79,80.0,27,24,87.5,100.0,5,85,75.29,60.72,0.54,20.18,6.29,False,False,80.0% closes stayed inside robust range | Range width is 13.1% | Current position is 100.0% inside range | Upside to range high is -5.9% | Downside to range low is 16.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,APCOTEXIND,Profit Booking Zone,53.89,350.39,475.6,310.45,559.9,35.73,80.35,100.0,-2.93,28.48,80.0,31,14,87.5,50.0,5,60,78.41,65.17,0.28,39.83,3.02,False,False,80.0% closes stayed inside robust range | Range width is 35.7% | Current position is 100.0% inside range | Upside to range high is -2.9% | Downside to range low is 28.5% | Stock is near upper band
26.05.2026 at 04:05 PM IST,POLYCAB,Profit Booking Zone,61.25,7035.35,9004.85,6663.0,9669.5,27.99,45.12,100.0,-6.33,26.82,80.0,31,14,87.5,80.0,5,70,77.49,84.56,0.94,36.65,6.76,False,False,80.0% closes stayed inside robust range | Range width is 28.0% | Current position is 100.0% inside range | Upside to range high is -6.3% | Downside to range low is 26.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,CGPOWER,Wide / Volatile Range,48.9,589.58,834.11,525.5,890.0,41.48,69.36,100.0,-5.12,32.94,80.0,15,23,87.5,20.0,5,70,75.15,62.02,0.74,49.11,5.4,False,False,80.0% closes stayed inside robust range | Range width is 41.5% | Current position is 100.0% inside range | Upside to range high is -5.1% | Downside to range low is 32.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ZYDUSLIFE,Profit Booking Zone,55.61,881.91,942.83,835.5,1093.65,6.91,30.9,100.0,-12.62,18.27,80.0,53,56,87.5,50.88,5,70,78.74,78.82,0.92,22.35,14.45,False,False,80.0% closes stayed inside robust range | Range width is 6.9% | Current position is 100.0% inside range | Upside to range high is -12.6% | Downside to range low is 18.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,CEIGALL,Wide / Volatile Range,50.0,236.58,341.87,222.61,386.4,44.51,73.58,100.0,-3.14,32.97,80.0,16,17,87.5,20.0,5,100,70.17,52.84,1.15,49.19,3.24,False,False,80.0% closes stayed inside robust range | Range width is 44.5% | Current position is 100.0% inside range | Upside to range high is -3.1% | Downside to range low is 33.0% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SCHAND,Profit Booking Zone,65.02,146.48,168.4,130.05,184.5,14.97,41.87,100.0,-2.08,14.83,80.0,16,41,87.5,100.0,5,65,80.95,61.7,1.35,17.42,2.13,False,False,80.0% closes stayed inside robust range | Range width is 15.0% | Current position is 100.0% inside range | Upside to range high is -2.1% | Downside to range low is 14.8% | Stock is near upper band
