combo_id,combo_name,symbol,current_price,final_conviction_score,score_band,range_status,range_score,rsi,trend,risk_penalty,distance_pct,distance_from_high_pct,return_1m,return_3m,sector,industry,data_completeness_status
high_conviction_quality,High Conviction + Quality,GALAPREC,898.75,60.41,B Positive,Profit Booking Zone,62.47,60.54,Bullish,0,33.9,8.29,14.66,17.22,Industrials,Specialty Industrial Machinery,Complete
high_conviction_quality,High Conviction + Quality,HSCL,603.4,61.15,B Positive,Profit Booking Zone,58.91,58.44,Bullish,0,44.38,7.68,-0.58,25.08,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,SKMEGGPROD,206.18,61.37,B Positive,Profit Booking Zone,56.53,67.28,Bullish,0,115.02,11.32,23.69,21.97,Consumer Defensive,Packaged Foods,Complete
high_conviction_quality,High Conviction + Quality,KIRLPNU,1553.3,63.01,B Positive,Wide / Volatile Range,49.6,54.16,Bullish,0,57.36,8.9,-0.62,34.52,Industrials,Specialty Industrial Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,BAJAJCON,559.05,71.72,B Positive,Wide / Volatile Range,50.0,63.92,Bullish,0,232.27,3.78,20.97,38.77,Consumer Defensive,Household & Personal Products,Complete
high_conviction_low_risk,High Conviction + Low Risk,SJS,2008.5,67.82,B Positive,Profit Booking Zone,63.99,58.34,Bullish,0,86.18,6.05,7.31,8.83,Consumer Cyclical,Auto Parts,Complete
high_conviction_low_risk,High Conviction + Low Risk,NMDC,92.37,67.05,B Positive,Profit Booking Zone,66.79,57.83,Bullish,0,44.47,1.99,3.68,11.88,Basic Materials,Steel,Complete
high_conviction_low_risk,High Conviction + Low Risk,ADVENZYMES,379.55,67.9,B Positive,Profit Booking Zone,61.96,61.88,Bullish,0,50.64,9.42,9.16,24.75,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,THYROCARE,522.35,67.6,B Positive,Profit Booking Zone,62.92,73.77,Bullish,0,83.16,2.67,30.49,29.52,Healthcare,Diagnostics & Research,Complete
high_conviction_low_risk,High Conviction + Low Risk,OFSS,10191.0,70.71,B Positive,Wide / Volatile Range,50.0,69.61,Bullish,0,68.14,3.72,7.74,52.89,Technology,Software - Infrastructure,Complete
high_conviction_low_risk,High Conviction + Low Risk,TIPSMUSIC,655.2,66.86,B Positive,Profit Booking Zone,64.32,54.81,Bullish,0,36.91,6.53,1.5,21.45,Communication Services,Entertainment,Complete
high_conviction_low_risk,High Conviction + Low Risk,PGHL,6063.0,66.0,B Positive,Profit Booking Zone,66.77,71.55,Bullish,0,28.81,9.51,16.22,17.48,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,SUPRIYA,1052.5,67.55,B Positive,Range Breakout Watch,59.76,89.83,Bullish,0,92.94,3.0,51.46,58.2,Healthcare,Biotechnology,Complete
high_conviction_low_risk,High Conviction + Low Risk,GLAND,2292.4,66.3,B Positive,Profit Booking Zone,64.48,69.79,Bullish,0,47.27,4.32,26.27,23.17,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,GRINDWELL,1848.0,66.76,B Positive,Profit Booking Zone,61.79,58.76,Bullish,0,39.05,7.72,16.03,11.18,Industrials,Building Products & Equipment,Complete
high_conviction_low_risk,High Conviction + Low Risk,COALINDIA,472.6,65.14,B Positive,Profit Booking Zone,66.89,60.11,Bullish,0,36.64,3.8,-1.53,9.02,Energy,Thermal Coal,Complete
high_conviction_low_risk,High Conviction + Low Risk,UNIPARTS,592.9,66.76,B Positive,Profit Booking Zone,59.88,65.51,Bullish,0,91.25,9.34,9.7,27.25,Industrials,Farm & Heavy Construction Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,PASUPTAC,69.27,66.22,B Positive,Range Breakout Watch,60.16,78.1,Bullish,0,72.74,1.88,38.98,36.09,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_low_risk,High Conviction + Low Risk,WABAG,1556.0,65.96,B Positive,Range Breakout Watch,60.91,67.85,Bullish,0,50.63,6.7,3.02,23.25,Industrials,Engineering & Construction,Complete
high_conviction_low_risk,High Conviction + Low Risk,VENUSREM,1344.1,68.35,B Positive,Wide / Volatile Range,50.0,80.26,Bullish,0,223.57,0.0,36.6,96.05,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,AEGISLOG,774.25,64.69,B Positive,Range Breakout Watch,63.81,67.63,Bullish,0,34.4,18.03,10.46,6.43,Energy,Oil & Gas Refining & Marketing,Complete
high_conviction_low_risk,High Conviction + Low Risk,GRANULES,779.0,67.05,B Positive,Profit Booking Zone,54.18,68.52,Bullish,0,80.07,3.15,10.75,31.81,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,HINDZINC,626.25,64.15,B Positive,Profit Booking Zone,64.24,51.17,Bullish,0,54.22,13.0,3.42,4.57,Basic Materials,Other Industrial Metals & Mining,Complete
high_conviction_low_risk,High Conviction + Low Risk,CUPID,129.09,67.17,B Positive,Wide / Volatile Range,50.0,64.45,Bullish,0,630.15,3.61,1.87,55.98,Consumer Defensive,Household & Personal Products,Complete
high_conviction_low_risk,High Conviction + Low Risk,AIAENG,4522.7,63.36,B Positive,Range Breakout Watch,65.04,77.18,Bullish,0,51.49,1.84,14.51,17.18,Industrials,Specialty Industrial Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,GRWRHITECH,5813.5,67.05,B Positive,Wide / Volatile Range,50.0,64.29,Bullish,0,117.6,5.72,36.09,41.54,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,MARKSANS,238.68,64.65,B Positive,Profit Booking Zone,59.3,66.45,Bullish,0,53.99,11.52,26.09,34.99,Healthcare,Drug Manufacturers - General,Complete
high_conviction_low_risk,High Conviction + Low Risk,CUMMINSIND,5680.5,65.16,B Positive,Profit Booking Zone,56.73,60.83,Bullish,0,79.32,6.88,7.86,15.49,Industrials,Specialty Industrial Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,NETWEB,4620.1,64.36,B Positive,Range Breakout Watch,59.39,71.46,Bullish,0,172.08,6.2,17.63,24.95,Technology,Computer Hardware,Complete
high_conviction_low_risk,High Conviction + Low Risk,PARAS,814.5,63.21,B Positive,Profit Booking Zone,63.99,53.48,Bullish,0,40.31,13.47,4.11,27.85,Industrials,Aerospace & Defense,Complete
high_conviction_low_risk,High Conviction + Low Risk,CAPLIPOINT,1998.9,62.85,B Positive,Profit Booking Zone,64.84,61.29,Bullish,0,33.23,16.54,16.96,16.72,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,SEAMECLTD,1624.4,66.31,B Positive,Wide / Volatile Range,50.0,59.04,Bullish,0,115.85,4.96,2.02,23.9,Industrials,Marine Shipping,Complete
high_conviction_low_risk,High Conviction + Low Risk,AMBIKCO,1675.0,63.68,B Positive,Range Breakout Watch,60.39,68.48,Bullish,0,52.13,4.29,6.97,21.97,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_low_risk,High Conviction + Low Risk,NAVINFLUOR,6998.5,61.7,B Positive,Profit Booking Zone,67.64,51.67,Bullish,0,66.06,7.0,2.97,7.93,Basic Materials,Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,ACUTAAS,3018.9,66.0,B Positive,Wide / Volatile Range,50.0,63.55,Bullish,0,185.36,5.31,16.38,39.38,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,SAKAR,835.7,65.95,B Positive,Wide / Volatile Range,50.0,71.0,Bullish,0,172.79,4.09,33.06,60.53,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_low_risk,High Conviction + Low Risk,DEEPINDS,503.95,64.4,B Positive,Range Breakout Watch,55.0,63.1,Bullish,0,52.71,12.81,3.79,43.25,Energy,Oil & Gas E&P,Complete
high_conviction_low_risk,High Conviction + Low Risk,TECHM,1543.2,61.56,B Positive,Neutral Range,66.27,64.92,Bullish,0,18.33,16.76,4.73,13.32,Technology,Information Technology Services,Complete
high_conviction_low_risk,High Conviction + Low Risk,CPPLUS,3126.0,65.41,B Positive,Wide / Volatile Range,50.0,86.7,Bullish,0,207.98,2.12,30.48,94.16,Industrials,Building Products & Equipment,Complete
high_conviction_low_risk,High Conviction + Low Risk,HAPPYFORGE,1428.0,61.41,B Positive,Range Breakout Watch,65.34,58.64,Bullish,0,65.65,4.16,5.93,7.13,Industrials,Metal Fabrication,Complete
high_conviction_low_risk,High Conviction + Low Risk,SAREGAMA,459.75,61.51,B Positive,Range Breakout Watch,64.74,76.31,Bullish,0,49.73,22.93,33.22,39.42,Communication Services,Entertainment,Complete
high_conviction_low_risk,High Conviction + Low Risk,SENORES,1067.8,62.65,B Positive,Range Breakout Watch,60.09,57.23,Bullish,0,109.27,10.6,18.75,38.19,Healthcare,Drug Manufacturers - General,Complete
high_conviction_low_risk,High Conviction + Low Risk,MAYURUNIQ,734.75,63.12,B Positive,Profit Booking Zone,58.2,65.98,Bullish,0,55.93,8.81,29.65,35.55,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_low_risk,High Conviction + Low Risk,SOLARINDS,18203.0,64.25,B Positive,Profit Booking Zone,52.47,68.19,Bullish,0,56.3,3.56,17.75,32.34,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,KEI,5174.0,61.11,B Positive,Profit Booking Zone,63.48,55.28,Bullish,0,48.0,5.52,6.52,4.65,Industrials,Electrical Equipment & Parts,Complete
high_conviction_low_risk,High Conviction + Low Risk,BSE,4066.6,64.59,B Positive,Wide / Volatile Range,49.27,56.55,Bullish,0,101.17,8.55,9.57,45.19,Financial Services,Financial Data & Stock Exchanges,Complete
high_conviction_low_risk,High Conviction + Low Risk,NAM-INDIA,1092.9,62.59,B Positive,Profit Booking Zone,56.26,58.02,Bullish,0,56.58,2.85,7.22,15.82,Financial Services,Asset Management,Complete
high_conviction_low_risk,High Conviction + Low Risk,ELGIEQUIP,580.25,61.01,B Positive,Range Breakout Watch,61.23,63.82,Bullish,0,42.13,8.46,4.67,7.21,Industrials,Specialty Industrial Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,APCOTEXIND,492.7,61.2,B Positive,Profit Booking Zone,60.46,62.29,Bullish,0,58.71,12.0,23.73,34.21,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,ATLANTAELE,1983.6,63.71,B Positive,Wide / Volatile Range,50.0,71.62,Bullish,0,180.33,3.62,19.01,124.3,Industrials,Electrical Equipment & Parts,Complete
high_conviction_low_risk,High Conviction + Low Risk,GALAPREC,898.75,60.41,B Positive,Profit Booking Zone,62.47,60.54,Bullish,0,33.9,8.29,14.66,17.22,Industrials,Specialty Industrial Machinery,Complete
high_conviction_low_risk,High Conviction + Low Risk,HSCL,603.4,61.15,B Positive,Profit Booking Zone,58.91,58.44,Bullish,0,44.38,7.68,-0.58,25.08,Basic Materials,Specialty Chemicals,Complete
high_conviction_low_risk,High Conviction + Low Risk,SKMEGGPROD,206.18,61.37,B Positive,Profit Booking Zone,56.53,67.28,Bullish,0,115.02,11.32,23.69,21.97,Consumer Defensive,Packaged Foods,Complete
high_conviction_low_risk,High Conviction + Low Risk,KIRLPNU,1553.3,63.01,B Positive,Wide / Volatile Range,49.6,54.16,Bullish,0,57.36,8.9,-0.62,34.52,Industrials,Specialty Industrial Machinery,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,NMDC,92.37,67.05,B Positive,Profit Booking Zone,66.79,57.83,Bullish,0,44.47,1.99,3.68,11.88,Basic Materials,Steel,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,PGHL,6063.0,66.0,B Positive,Profit Booking Zone,66.77,71.55,Bullish,0,28.81,9.51,16.22,17.48,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,COALINDIA,472.6,65.14,B Positive,Profit Booking Zone,66.89,60.11,Bullish,0,36.64,3.8,-1.53,9.02,Energy,Thermal Coal,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,AIAENG,4522.7,63.36,B Positive,Range Breakout Watch,65.04,77.18,Bullish,0,51.49,1.84,14.51,17.18,Industrials,Specialty Industrial Machinery,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,NAVINFLUOR,6998.5,61.7,B Positive,Profit Booking Zone,67.64,51.67,Bullish,0,66.06,7.0,2.97,7.93,Basic Materials,Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,TECHM,1543.2,61.56,B Positive,Neutral Range,66.27,64.92,Bullish,0,18.33,16.76,4.73,13.32,Technology,Information Technology Services,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,HAPPYFORGE,1428.0,61.41,B Positive,Range Breakout Watch,65.34,58.64,Bullish,0,65.65,4.16,5.93,7.13,Industrials,Metal Fabrication,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,EMCURE,1705.2,59.25,C Watch,Profit Booking Zone,69.57,53.16,Bullish,0,39.05,6.82,1.49,19.18,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,INDOBORAX,343.3,59.95,C Watch,Profit Booking Zone,65.56,78.61,Bullish,0,88.2,3.01,27.15,40.33,Basic Materials,Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,ZYDUSLIFE,1091.2,59.5,C Watch,Profit Booking Zone,65.42,74.68,Bullish,0,30.6,2.18,22.35,18.65,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,JAMNAAUTO,125.98,56.62,C Watch,Neutral Range,76.88,57.06,Bullish,0,48.72,17.44,0.61,-15.02,Consumer Cyclical,Auto Parts,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,AJANTPHARM,2931.0,58.25,C Watch,Neutral Range,70.12,42.44,Bullish,0,27.21,11.58,3.84,-2.99,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,METROPOLIS,540.85,58.0,C Watch,Profit Booking Zone,69.16,59.33,Bullish,0,32.05,9.68,10.06,14.66,Healthcare,Diagnostics & Research,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,STYLAMIND,2958.0,58.68,C Watch,Profit Booking Zone,65.02,79.03,Bullish,0,85.61,0.8,32.28,33.6,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,BAJAJ-AUTO,10376.0,57.98,C Watch,Profit Booking Zone,66.5,55.9,Bullish,0,33.89,3.48,3.85,4.08,Consumer Cyclical,Auto Manufacturers,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,GPTHEALTH,143.13,56.95,C Watch,Profit Booking Zone,69.24,60.44,Bullish,0,24.46,22.09,1.19,14.18,Healthcare,Medical Care Facilities,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,VETO,122.35,57.91,C Watch,Profit Booking Zone,65.34,69.86,Bullish,0,48.63,11.86,12.9,16.4,Industrials,Electrical Equipment & Parts,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,TRAVELFOOD,1245.0,56.02,C Watch,Profit Booking Zone,66.11,60.5,Bullish,0,23.45,13.84,-4.23,0.38,Consumer Cyclical,Restaurants,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,RAINBOW,1369.6,56.2,C Watch,Profit Booking Zone,65.04,66.36,Bullish,0,26.35,16.78,9.37,13.14,Healthcare,Medical Care Facilities,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,CLSEL,288.55,55.12,C Watch,Profit Booking Zone,67.85,57.07,Bullish,0,41.62,26.43,2.57,6.41,Consumer Defensive,Packaged Foods,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,IKS,1639.1,55.55,C Watch,Profit Booking Zone,65.27,53.92,Bullish,0,29.88,12.63,-0.94,14.42,Healthcare,Health Information Services,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,LALPATHLAB,1577.3,55.35,C Watch,Profit Booking Zone,65.76,51.52,Bullish,0,23.94,10.46,15.37,10.69,Healthcare,Diagnostics & Research,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,WELENT,511.1,53.76,C Watch,Profit Booking Zone,70.02,53.71,Bullish,0,24.05,11.88,-2.32,2.89,Industrials,Engineering & Construction,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,STYL,263.55,53.41,C Watch,Neutral Range,71.23,54.49,Bullish,0,26.03,39.75,8.95,9.84,Technology,Software - Infrastructure,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,SUNPHARMA,1796.5,53.75,C Watch,Neutral Range,69.2,45.41,Bullish,0,16.81,6.27,-0.65,1.83,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,SOTL,420.15,54.65,C Watch,Profit Booking Zone,65.58,57.99,Bullish,0,47.01,11.16,10.19,12.32,Basic Materials,Specialty Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,ENDURANCE,2732.2,54.42,C Watch,Profit Booking Zone,65.02,63.95,Bullish,0,27.51,11.29,17.23,2.11,Consumer Cyclical,Auto Parts,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,GNFC,499.3,54.0,C Watch,Profit Booking Zone,65.75,51.3,Bullish,0,36.79,9.96,6.39,9.11,Basic Materials,Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,KAJARIACER,1101.7,53.96,C Watch,Profit Booking Zone,65.83,54.5,Bullish,0,26.69,15.84,-7.24,15.66,Industrials,Building Products & Equipment,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,CHAMBLFERT,469.45,54.0,C Watch,Profit Booking Zone,65.0,58.7,Bullish,0,17.44,18.29,7.17,2.29,Basic Materials,Agricultural Inputs,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,MANORAMA,1437.9,53.42,C Watch,Profit Booking Zone,66.05,52.06,Bullish,0,35.57,18.27,-6.03,0.27,Consumer Defensive,Packaged Foods,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,VSTIND,253.3,52.62,C Watch,Profit Booking Zone,68.73,48.15,Bullish,0,26.65,18.02,-1.97,7.77,Consumer Defensive,Tobacco,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,PRIVISCL,3305.5,52.85,C Watch,Profit Booking Zone,67.6,56.11,Bullish,0,61.58,7.95,-1.62,11.36,Basic Materials,Specialty Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,CAMS,769.5,53.21,C Watch,Profit Booking Zone,65.83,49.87,Bullish,0,25.86,10.62,5.29,8.59,Technology,Information Technology Services,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,APOLLOHOSP,8108.5,52.95,C Watch,Profit Booking Zone,66.52,54.19,Bullish,0,21.25,3.96,4.79,4.29,Healthcare,Medical Care Facilities,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,MANKIND,2320.2,52.0,C Watch,Neutral Range,68.62,44.03,Bullish,0,21.5,14.55,2.76,7.63,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,TPLPLASTEH,69.93,52.48,C Watch,Profit Booking Zone,66.63,60.37,Bullish,0,39.83,19.2,2.03,1.44,Consumer Cyclical,Packaging & Containers,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,PHOENIXLTD,1747.8,51.6,C Watch,Neutral Range,69.07,47.78,Bullish,0,24.82,12.3,-0.97,3.26,Real Estate,Real Estate - Diversified,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,EICHERMOT,7100.5,46.78,C Watch,Accumulation Zone,87.7,48.66,Bullish,0,37.8,13.72,-0.12,-11.33,Consumer Cyclical,Auto Manufacturers,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,BUTTERFLY,666.45,51.38,C Watch,Profit Booking Zone,66.5,54.59,Bullish,0,17.79,19.11,11.33,10.89,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,RPPL,18.67,51.42,C Watch,Profit Booking Zone,65.99,71.31,Bullish,0,31.02,35.51,17.05,7.86,Consumer Cyclical,Packaging & Containers,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,PIXTRANS,1574.5,51.51,C Watch,Profit Booking Zone,65.63,56.43,Bullish,0,29.05,7.71,1.58,5.69,Industrials,Specialty Industrial Machinery,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,CGCL,198.03,51.24,C Watch,Range Breakout Watch,65.48,63.29,Bullish,0,31.71,7.46,6.36,16.6,Financial Services,Credit Services,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,CARERATING,1600.9,47.39,C Watch,Lower Range Watch,80.66,42.25,Bearish,0,14.95,17.54,-5.46,-1.14,Financial Services,Financial Data & Stock Exchanges,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,LUPIN,2262.9,48.95,C Watch,Neutral Range,72.42,44.81,Bearish,0,23.2,9.27,-1.83,-1.28,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,UMIYA-MRO,87.16,49.25,C Watch,Profit Booking Zone,67.45,58.15,Bullish,0,31.23,21.41,0.41,2.07,Real Estate,Real Estate - Development,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,REDTAPE,138.91,49.68,C Watch,Profit Booking Zone,65.19,59.46,Bullish,0,29.18,15.04,8.12,11.9,Consumer Cyclical,Footwear & Accessories,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,ATUL,6685.5,48.75,C Watch,Neutral Range,68.4,40.97,Bullish,0,20.23,13.87,-3.8,2.4,Basic Materials,Specialty Chemicals,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,GPTINFRA,115.72,48.06,C Watch,Neutral Range,70.49,50.96,Bullish,0,21.29,17.62,2.84,-5.39,Industrials,Engineering & Construction,Complete
medium_conviction_range_strong,Medium Conviction + Strong Range,OBEROIRLTY,1649.4,48.4,C Watch,Profit Booking Zone,66.07,49.15,Bullish,0,18.71,17.33,-1.09,9.23,Real Estate,Real Estate - Development,Complete
fallback_range_opportunity,Fallback Score + Range Opportunity,RECLTD,331.4,37.54,D Weak Watch,Accumulation Zone,77.68,37.04,Bearish,15,9.0,18.52,-6.25,-5.5,Financial Services,Credit Services,Fundamentals Missing
profit_booking_hot_zone,Profit Booking / Hot Zone,BAJAJCON,559.05,71.72,B Positive,Wide / Volatile Range,50.0,63.92,Bullish,0,232.27,3.78,20.97,38.77,Consumer Defensive,Household & Personal Products,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,SJS,2008.5,67.82,B Positive,Profit Booking Zone,63.99,58.34,Bullish,0,86.18,6.05,7.31,8.83,Consumer Cyclical,Auto Parts,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,NMDC,92.37,67.05,B Positive,Profit Booking Zone,66.79,57.83,Bullish,0,44.47,1.99,3.68,11.88,Basic Materials,Steel,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,ADVENZYMES,379.55,67.9,B Positive,Profit Booking Zone,61.96,61.88,Bullish,0,50.64,9.42,9.16,24.75,Basic Materials,Specialty Chemicals,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,THYROCARE,522.35,67.6,B Positive,Profit Booking Zone,62.92,73.77,Bullish,0,83.16,2.67,30.49,29.52,Healthcare,Diagnostics & Research,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,OFSS,10191.0,70.71,B Positive,Wide / Volatile Range,50.0,69.61,Bullish,0,68.14,3.72,7.74,52.89,Technology,Software - Infrastructure,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,TIPSMUSIC,655.2,66.86,B Positive,Profit Booking Zone,64.32,54.81,Bullish,0,36.91,6.53,1.5,21.45,Communication Services,Entertainment,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,PGHL,6063.0,66.0,B Positive,Profit Booking Zone,66.77,71.55,Bullish,0,28.81,9.51,16.22,17.48,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,SUPRIYA,1052.5,67.55,B Positive,Range Breakout Watch,59.76,89.83,Bullish,0,92.94,3.0,51.46,58.2,Healthcare,Biotechnology,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,GLAND,2292.4,66.3,B Positive,Profit Booking Zone,64.48,69.79,Bullish,0,47.27,4.32,26.27,23.17,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,GRINDWELL,1848.0,66.76,B Positive,Profit Booking Zone,61.79,58.76,Bullish,0,39.05,7.72,16.03,11.18,Industrials,Building Products & Equipment,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,COALINDIA,472.6,65.14,B Positive,Profit Booking Zone,66.89,60.11,Bullish,0,36.64,3.8,-1.53,9.02,Energy,Thermal Coal,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,UNIPARTS,592.9,66.76,B Positive,Profit Booking Zone,59.88,65.51,Bullish,0,91.25,9.34,9.7,27.25,Industrials,Farm & Heavy Construction Machinery,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,PASUPTAC,69.27,66.22,B Positive,Range Breakout Watch,60.16,78.1,Bullish,0,72.74,1.88,38.98,36.09,Consumer Cyclical,Textile Manufacturing,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,WABAG,1556.0,65.96,B Positive,Range Breakout Watch,60.91,67.85,Bullish,0,50.63,6.7,3.02,23.25,Industrials,Engineering & Construction,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,VENUSREM,1344.1,68.35,B Positive,Wide / Volatile Range,50.0,80.26,Bullish,0,223.57,0.0,36.6,96.05,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,AEGISLOG,774.25,64.69,B Positive,Range Breakout Watch,63.81,67.63,Bullish,0,34.4,18.03,10.46,6.43,Energy,Oil & Gas Refining & Marketing,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,GRANULES,779.0,67.05,B Positive,Profit Booking Zone,54.18,68.52,Bullish,0,80.07,3.15,10.75,31.81,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,HINDZINC,626.25,64.15,B Positive,Profit Booking Zone,64.24,51.17,Bullish,0,54.22,13.0,3.42,4.57,Basic Materials,Other Industrial Metals & Mining,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,CUPID,129.09,67.17,B Positive,Wide / Volatile Range,50.0,64.45,Bullish,0,630.15,3.61,1.87,55.98,Consumer Defensive,Household & Personal Products,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,AIAENG,4522.7,63.36,B Positive,Range Breakout Watch,65.04,77.18,Bullish,0,51.49,1.84,14.51,17.18,Industrials,Specialty Industrial Machinery,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,GRWRHITECH,5813.5,67.05,B Positive,Wide / Volatile Range,50.0,64.29,Bullish,0,117.6,5.72,36.09,41.54,Basic Materials,Specialty Chemicals,Complete
profit_booking_hot_zone,Profit Booking / Hot Zone,MARKSANS,238.68,64.65,B Positive,Profit Booking Zone,59.3,66.45,Bullish,0,53.99,11.52,26.09,34.99,Healthcare,Drug Manufacturers - General,Complete
