symbol,company_name,series,isin,sector,industry
TPHQ,Teamo Productions HQ Limited,EQ,INE065J01024,Unknown,Unknown
TPLPLASTEH,TPL Plastech Limited,EQ,INE413G01022,Unknown,Unknown
TRACXN,Tracxn Technologies Limited,EQ,INE0HMF01019,Unknown,Unknown
TRANSPEK,Transpek Industry Limited,EQ,INE687A01016,Unknown,Unknown
TRANSRAILL,Transrail Lighting Limited,EQ,INE454P01035,Unknown,Unknown
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,INE757B01015,Unknown,Unknown
TRAVELFOOD,Travel Food Services Limited,EQ,INE103V01028,Unknown,Unknown
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,INE00CA01015,Unknown,Unknown
TREL,Transindia Real Estate Limited,EQ,INE0O3901029,Unknown,Unknown
TRENT,Trent Limited,EQ,INE849A01020,Unknown,Unknown
TRF,TRF Limited,EQ,INE391D01019,Unknown,Unknown
TRIDENT,Trident Limited,EQ,INE064C01022,Unknown,Unknown
TRIGYN,Trigyn Technologies Limited,EQ,INE948A01012,Unknown,Unknown
TRITURBINE,Triveni Turbine Limited,EQ,INE152M01016,Industrials,Specialty Industrial Machinery
TRIVENI,Triveni Engineering & Industries Limited,EQ,INE256C01024,Consumer Defensive,Confectioners
TRU,TruCap Finance Limited,EQ,INE615R01029,Unknown,Unknown
TRUALT,TruAlt Bioenergy Limited,EQ,INE0MWH01014,Energy,Oil & Gas Refining & Marketing
TSFINV,TSF INVESTMENTS LIMITED,EQ,INE202Z01029,Financial Services,Asset Management
TTKHLTCARE,TTK Healthcare Limited,EQ,INE910C01018,Unknown,Unknown
TTKPRESTIG,TTK Prestige Limited,EQ,INE690A01028,Unknown,Unknown
TTML,Tata Teleservices (Maharashtra) Limited,EQ,INE517B01013,Unknown,Unknown
TVSELECT,TVS Electronics Limited,EQ,INE236G01019,Unknown,Unknown
TVSHLTD,TVS Holdings Limited,EQ,INE105A01035,Unknown,Unknown
TVSMOTOR,TVS Motor Company Limited,EQ,INE494B01023,Unknown,Unknown
TVSSRICHAK,TVS Srichakra Limited,EQ,INE421C01016,Unknown,Unknown
TVTODAY,TV Today Network Limited,EQ,INE038F01029,Unknown,Unknown
TVVISION,TV Vision Limited,EQ,INE871L01013,Unknown,Unknown
UBL,United Breweries Limited,EQ,INE686F01025,Unknown,Unknown
UCAL,UCAL LIMITED,EQ,INE139B01016,Unknown,Unknown
UCOBANK,UCO Bank,EQ,INE691A01018,Unknown,Unknown
UDS,Updater Services Limited,EQ,INE851I01011,Unknown,Unknown
UEL,Ujaas Energy Limited,EQ,INE899L01030,Unknown,Unknown
UFBL,United Foodbrands Limited,EQ,INE382M01027,Consumer Cyclical,Restaurants
UFLEX,UFLEX Limited,EQ,INE516A01017,Unknown,Unknown
UFO,UFO Moviez India Limited,EQ,INE527H01019,Communication Services,Entertainment
UGARSUGAR,The Ugar Sugar Works Limited,EQ,INE071E01023,Consumer Defensive,Confectioners
UGROCAP,Ugro Capital Limited,EQ,INE583D01011,Unknown,Unknown
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,INE551W01018,Unknown,Unknown
ULTRACEMCO,UltraTech Cement Limited,EQ,INE481G01011,Unknown,Unknown
ULTRAMAR,Ultramarine & Pigments Limited,EQ,INE405A01021,Unknown,Unknown
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,INE398B01018,Unknown,Unknown
UNICHEMLAB,Unichem Laboratories Limited,EQ,INE351A01035,Unknown,Unknown
UNIDT,United Drilling Tools Limited,EQ,INE961D01019,Energy,Oil & Gas Equipment & Services
UNIECOM,Unicommerce Esolutions Limited,EQ,INE00U401027,Technology,Software - Application
UNIENTER,Uniphos Enterprises Limited,EQ,INE037A01022,Unknown,Unknown
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,INE0U3I01011,Unknown,Unknown
UNIONBANK,Union Bank of India,EQ,INE692A01016,Unknown,Unknown
UNIPARTS,Uniparts India Limited,EQ,INE244O01017,Industrials,Farm & Heavy Construction Machinery
UNITDSPR,United Spirits Limited,EQ,INE854D01024,Consumer Defensive,Beverages - Wineries & Distilleries
UNITECH,Unitech Limited,EQ,INE694A01020,Unknown,Unknown
UNITEDPOLY,United Polyfab Gujarat Limited,EQ,INE368U01029,Consumer Cyclical,Textile Manufacturing
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,INE458F01011,Consumer Defensive,Farm Products
UNIVASTU,Univastu India Limited,EQ,INE562X01013,Unknown,Unknown
UNIVCABLES,Universal Cables Limited,EQ,INE279A01012,Industrials,Electrical Equipment & Parts
UNOMINDA,UNO Minda Limited,EQ,INE405E01023,Unknown,Unknown
UPL,UPL Limited,EQ,INE628A01036,Basic Materials,Agricultural Inputs
URBANCO,Urban Company Limited,EQ,INE0CAZ01013,Unknown,Unknown
URJA,Urja Global Limited,EQ,INE550C01020,Unknown,Unknown
USHAMART,Usha Martin Limited,EQ,INE228A01035,Basic Materials,Steel
UTIAMC,UTI Asset Management Company Limited,EQ,INE094J01016,Unknown,Unknown
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,INE735W01017,Unknown,Unknown
UTLSOLAR,Fujiyama Power Systems Limited,EQ,INE12UR01024,Technology,Solar
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,INE786F01031,Consumer Defensive,Confectioners
UYFINCORP,U. Y. Fincorp Limited,EQ,INE152C01025,Unknown,Unknown
V2RETAIL,V2 Retail Limited,EQ,INE945H01021,Consumer Cyclical,Apparel Retail
VADILALIND,Vadilal Industries Limited,EQ,INE694D01016,Unknown,Unknown
VAIBHAVGBL,Vaibhav Global Limited,EQ,INE884A01027,Unknown,Unknown
VAKRANGEE,Vakrangee Limited,EQ,INE051B01021,Unknown,Unknown
VALIANTORG,Valiant Organics Limited,EQ,INE565V01010,Basic Materials,Chemicals
VARDHACRLC,Vardhman Acrylics Limited,EQ,INE116G01013,Consumer Cyclical,Textile Manufacturing
VARROC,Varroc Engineering Limited,EQ,INE665L01035,Unknown,Unknown
VASWANI,Vaswani Industries Limited,EQ,INE590L01019,Unknown,Unknown
VBL,Varun Beverages Limited,EQ,INE200M01039,Consumer Defensive,Beverages - Non-Alcoholic
VCL,Vaxtex Cotfab Limited,EQ,INE098201036,Unknown,Unknown
VEDL,Vedanta Limited,EQ,INE205A01025,Unknown,Unknown
VEEDOL,Veedol Corporation Limited,EQ,INE484C01030,Unknown,Unknown
VELJAN,Veljan Denison Limited,EQ,INE232E01013,Unknown,Unknown
VENKEYS,Venky's (India) Limited,EQ,INE398A01010,Consumer Defensive,Farm Products
VENTIVE,Ventive Hospitality Limited,EQ,INE781S01027,Unknown,Unknown
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,INE0JA001018,Basic Materials,Steel
VENUSREM,Venus Remedies Limited,EQ,INE411B01019,Healthcare,Drug Manufacturers - Specialty & Generic
VERANDA,Veranda Learning Solutions Limited,EQ,INE0IQ001011,Consumer Defensive,Education & Training Services
VERTOZ,Vertoz Limited,EQ,INE188Y01031,Unknown,Unknown
VESUVIUS,Vesuvius India Limited,EQ,INE386A01023,Industrials,Specialty Industrial Machinery
VETO,Veto Switchgears And Cables Limited,EQ,INE918N01018,Unknown,Unknown
VGL,VARVEE GLOBAL LIMITED,EQ,INE273D01027,Unknown,Unknown
VGUARD,V-Guard Industries Limited,EQ,INE951I01027,Unknown,Unknown
VHL,Vardhman Holdings Limited,EQ,INE701A01023,Unknown,Unknown
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,INE632C01026,Basic Materials,Specialty Chemicals
VIDYAWIRES,Vidya Wires Limited,EQ,INE14UN01029,Industrials,Electrical Equipment & Parts
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,INE043W01024,Healthcare,Diagnostics & Research
VIKRAMSOLR,Vikram Solar Limited,EQ,INE078V01014,Technology,Solar
VIKRAN,Vikran Engineering Limited,EQ,INE01R501028,Industrials,Engineering & Construction
VIMTALABS,Vimta Labs Limited,EQ,INE579C01029,Unknown,Unknown
VINATIORGA,Vinati Organics Limited,EQ,INE410B01037,Unknown,Unknown
VINCOFE,Vintage Coffee And Beverages Limited,EQ,INE498Q01014,Unknown,Unknown
VINDHYATEL,Vindhya Telelinks Limited,EQ,INE707A01012,Industrials,Engineering & Construction
VINNY,Vinny Overseas Limited,EQ,INE01KI01027,Unknown,Unknown
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,INE250B01029,Basic Materials,Specialty Chemicals
VIPCLOTHNG,VIP Clothing Limited,EQ,INE450G01024,Unknown,Unknown
VIPIND,VIP Industries Limited,EQ,INE054A01027,Unknown,Unknown
VISAKAIND,Visaka Industries Limited,EQ,INE392A01021,Industrials,Building Products & Equipment
VISHNU,Vishnu Chemicals Limited,EQ,INE270I01022,Basic Materials,Specialty Chemicals
VIVIDHA,Visagar Polytex Limited,EQ,INE370E01029,Unknown,Unknown
VIYASH,Viyash Scientific Limited,EQ,INE807F01027,Healthcare,Drug Manufacturers - Specialty & Generic
VLSFINANCE,VLS Finance Limited,EQ,INE709A01018,Unknown,Unknown
VMART,V-Mart Retail Limited,EQ,INE665J01013,Unknown,Unknown
VMM,Vishal Mega Mart Limited,EQ,INE01EA01019,Unknown,Unknown
VOLTAMP,Voltamp Transformers Limited,EQ,INE540H01012,Industrials,Electrical Equipment & Parts
VOLTAS,Voltas Limited,EQ,INE226A01021,Unknown,Unknown
VRAJ,Vraj Iron and Steel Limited,EQ,INE0S2V01010,Unknown,Unknown
VRLLOG,VRL Logistics Limited,EQ,INE366I01010,Unknown,Unknown
VSSL,Vardhman Special Steels Limited,EQ,INE050M01012,Basic Materials,Steel
VSTIND,VST Industries Limited,EQ,INE710A01016,Consumer Defensive,Tobacco
VSTL,Vibhor Steel Tubes Limited,EQ,INE0QTF01015,Unknown,Unknown
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,INE764D01017,Unknown,Unknown
VTL,Vardhman Textiles Limited,EQ,INE825A01020,Consumer Cyclical,Textile Manufacturing
WAAREEENER,Waaree Energies Limited,EQ,INE377N01017,Unknown,Unknown
WAAREERTL,Waaree Renewable Technologies Limited,EQ,INE299N01021,Unknown,Unknown
WABAG,VA Tech Wabag Limited,EQ,INE956G01038,Industrials,Engineering & Construction
WAKEFIT,Wakefit Innovations Limited,EQ,INE0E7301029,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WALCHANNAG,Walchandnagar Industries Limited,EQ,INE711A01022,Industrials,Engineering & Construction
WCIL,Western Carriers (India) Limited,EQ,INE0CJF01024,Unknown,Unknown
WEALTH,Wealth First Portfolio Managers Limited,EQ,INE658T01017,Unknown,Unknown
WEBELSOLAR,Websol Energy System Limited,EQ,INE855C01023,Technology,Solar
WEIZMANIND,Weizmann Limited,EQ,INE080A01014,Unknown,Unknown
WEL,Wonder Electricals Limited,EQ,INE02WG01024,Unknown,Unknown
WELCORP,Welspun Corp Limited,EQ,INE191B01025,Basic Materials,Steel
WELENT,Welspun Enterprises Limited,EQ,INE625G01013,Industrials,Engineering & Construction
WELINV,Welspun Investments and Commercials Limited,EQ,INE389K01018,Financial Services,Capital Markets
WELSPLSOL,Welspun Specialty Solutions Limited,EQ,INE731F01037,Unknown,Unknown
WELSPUNLIV,Welspun Living Limited,EQ,INE192B01031,Consumer Cyclical,Textile Manufacturing
WENDT,Wendt (India) Limited,EQ,INE274C01019,Unknown,Unknown
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,INE274F01020,Unknown,Unknown
WEWORK,WeWork India Management Limited,EQ,INE085001019,Real Estate,Real Estate Services
WHEELS,Wheels India Limited,EQ,INE715A01015,Consumer Cyclical,Auto Parts
WHIRLPOOL,Whirlpool of India Limited,EQ,INE716A01013,Unknown,Unknown
WILLAMAGOR,Williamson Magor & Company Limited,EQ,INE210A01017,Unknown,Unknown
WIMPLAST,Wim Plast Limited,EQ,INE015B01018,Unknown,Unknown
WINDLAS,Windlas Biotech Limited,EQ,INE0H5O01029,Unknown,Unknown
WINDMACHIN,Windsor Machines Limited,EQ,INE052A01021,Industrials,Specialty Industrial Machinery
WIPL,The Western India Plywoods Limited,EQ,INE215F01023,Unknown,Unknown
WIPRO,Wipro Limited,EQ,INE075A01022,Technology,Information Technology Services
WOCKPHARMA,Wockhardt Limited,EQ,INE049B01025,Healthcare,Drug Manufacturers - Specialty & Generic
WONDERLA,Wonderla Holidays Limited,EQ,INE066O01014,Unknown,Unknown
WORTHPERI,Worth Peripherals Limited,EQ,INE196Y01018,Unknown,Unknown
WPIL,WPIL Limited,EQ,INE765D01022,Unknown,Unknown
WSI,W S Industries (I) Limited,EQ,INE100D01014,Unknown,Unknown
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,INE976A01021,Basic Materials,Paper & Paper Products
XCHANGING,Xchanging Solutions Limited,EQ,INE692G01013,Unknown,Unknown
XELPMOC,Xelpmoc Design And Tech Limited,EQ,INE01P501012,Unknown,Unknown
XPROINDIA,Xpro India Limited,EQ,INE445C01015,Basic Materials,Specialty Chemicals
XTGLOBAL,Xtglobal Infotech Limited,EQ,INE547B01028,Unknown,Unknown
YASHO,Yasho Industries Limited,EQ,INE616Z01012,Basic Materials,Specialty Chemicals
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,INE0JO301016,Healthcare,Medical Care Facilities
YATRA,Yatra Online Limited,EQ,INE0JR601024,Unknown,Unknown
YESBANK,Yes Bank Limited,EQ,INE528G01035,Financial Services,Banks - Regional
YUKEN,Yuken India Limited,EQ,INE384C01016,Unknown,Unknown
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,INE07K301024,Unknown,Unknown
ZEEL,Zee Entertainment Enterprises Limited,EQ,INE256A01028,Unknown,Unknown
ZEELEARN,Zee Learn Limited,EQ,INE565L01011,Unknown,Unknown
ZENITHEXPO,Zenith Exports Limited,EQ,INE058B01018,Unknown,Unknown
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,INE318D01020,Unknown,Unknown
ZENSARTECH,Zensar Technologies Limited,EQ,INE520A01027,Unknown,Unknown
ZENTEC,Zen Technologies Limited,EQ,INE251B01027,Industrials,Aerospace & Defense
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,INE342J01019,Consumer Cyclical,Auto Parts
ZFSTEERING,ZF Steering Gear (India) Limited,EQ,INE116C01012,Unknown,Unknown
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,INE206B01013,Unknown,Unknown
ZOTA,Zota Health Care LImited,EQ,INE358U01012,Unknown,Unknown
ZSARACOM,Saraswati Commercial India Limited,EQ,INE967G01019,Unknown,Unknown
ZUARI,Zuari Agro Chemicals Limited,EQ,INE840M01016,Unknown,Unknown
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,INE217A01012,Unknown,Unknown
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,INE010B01027,Healthcare,Drug Manufacturers - Specialty & Generic
ZYDUSWELL,Zydus Wellness Limited,EQ,INE768C01028,Consumer Defensive,Packaged Foods
