symbol,company_name,series,isin,sector,industry
JTEKTINDIA,Jtekt India Limited,EQ,INE643A01035,Unknown,Unknown
JTLIND,JTL INDUSTRIES LIMITED,EQ,INE391J01032,Basic Materials,Steel
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,INE03CC01015,Unknown,Unknown
JUBLFOOD,Jubilant Foodworks Limited,EQ,INE797F01020,Unknown,Unknown
JUBLINGREA,Jubilant Ingrevia Limited,EQ,INE0BY001018,Basic Materials,Specialty Chemicals
JUBLPHARMA,Jubilant Pharmova Limited,EQ,INE700A01033,Unknown,Unknown
JUNIPER,Juniper Hotels Limited,EQ,INE696F01016,Unknown,Unknown
JUSTDIAL,Just Dial Limited,EQ,INE599M01018,Communication Services,Internet Content & Information
JWL,Jupiter Wagons Limited,EQ,INE209L01016,Unknown,Unknown
JYOTHYLAB,Jyothy Labs Limited,EQ,INE668F01031,Unknown,Unknown
JYOTICNC,Jyoti CNC Automation Limited,EQ,INE980O01024,Unknown,Unknown
JYOTISTRUC,Jyoti Structures Limited,EQ,INE197A01024,Unknown,Unknown
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,INE900B01029,Unknown,Unknown
KAJARIACER,Kajaria Ceramics Limited,EQ,INE217B01036,Unknown,Unknown
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,INE438K01021,Consumer Cyclical,Apparel Retail
KALPATARU,Kalpataru Limited,EQ,INE227J01012,Unknown,Unknown
KALYANIFRG,Kalyani Forge Limited,EQ,INE314G01014,Unknown,Unknown
KALYANKJIL,Kalyan Jewellers India Limited,EQ,INE303R01014,Unknown,Unknown
KAMAHOLD,Kama Holdings Limited,EQ,INE411F01010,Unknown,Unknown
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,INE967C01018,Unknown,Unknown
KAMDHENU,Kamdhenu Limited,EQ,INE390H01020,Unknown,Unknown
KANANIIND,Kanani Industries Limited,EQ,INE879E01037,Unknown,Unknown
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,INE138C01024,Basic Materials,Chemicals
KANPRPLA,Kanpur Plastipack Limited,EQ,INE694E01014,Consumer Cyclical,Packaging & Containers
KANSAINER,Kansai Nerolac Paints Limited,EQ,INE531A01024,Unknown,Unknown
KAPSTON,Kapston Services Limited,EQ,INE542Z01028,Industrials,Specialty Business Services
KARMAENG,Karma Energy Limited,EQ,INE725L01011,Utilities,Utilities - Renewable
KARURVYSYA,Karur Vysya Bank Limited,EQ,INE036D01028,Financial Services,Banks - Regional
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,INE234I01028,Unknown,Unknown
KAYA,Kaya Limited,EQ,INE587G01015,Unknown,Unknown
KAYNES,Kaynes Technology India Limited,EQ,INE918Z01012,Unknown,Unknown
KCP,KCP Limited,EQ,INE805C01028,Unknown,Unknown
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,INE790B01024,Unknown,Unknown
KDDL,KDDL Limited,EQ,INE291D01011,Unknown,Unknown
KEC,KEC International Limited,EQ,INE389H01022,Unknown,Unknown
KEEPLEARN,DSJ Keep Learning Limited,EQ,INE055C01020,Unknown,Unknown
KEI,KEI Industries Limited,EQ,INE878B01027,Industrials,Electrical Equipment & Parts
KELLTONTEC,Kellton Tech Solutions Limited,EQ,INE164B01030,Unknown,Unknown
KENNAMET,Kennametal India Limited,EQ,INE717A01029,Unknown,Unknown
KERNEX,Kernex Microsystems (India) Limited,EQ,INE202H01019,Technology,Software - Application
KESORAMIND,Kesoram Industries Limited,EQ,INE087A01019,Basic Materials,Building Materials
KEYFINSERV,Keynote Financial Services Limited,EQ,INE681C01015,Unknown,Unknown
KFINTECH,Kfin Technologies Limited,EQ,INE138Y01010,Technology,Software - Application
KHADIM,Khadim India Limited,EQ,INE834I01025,Unknown,Unknown
KHANDSE,Khandwala Securities Limited,EQ,INE060B01014,Unknown,Unknown
KICL,Kalyani Investment Company Limited,EQ,INE029L01018,Unknown,Unknown
KILITCH,Kilitch Drugs (India) Limited,EQ,INE729D01010,Unknown,Unknown
KIMS,Krishna Institute of Medical Sciences Limited,EQ,INE967H01025,Healthcare,Medical Care Facilities
KINGFA,Kingfa Science & Technology (India) Limited,EQ,INE473D01015,Basic Materials,Specialty Chemicals
KIOCL,KIOCL Limited,EQ,INE880L01014,Basic Materials,Steel
KIRANVYPAR,Kiran Vyapar Limited,EQ,INE555P01013,Unknown,Unknown
KIRIINDUS,Kiri Industries Limited,EQ,INE415I01015,Unknown,Unknown
KIRLFER,Kirloskar Ferrous Industries Limited,EQ,INE884B01025,Unknown,Unknown
KIRLOSBROS,Kirloskar Brothers Limited,EQ,INE732A01036,Unknown,Unknown
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,INE146L01010,Industrials,Specialty Industrial Machinery
KIRLOSIND,Kirloskar Industries Limited,EQ,INE250A01039,Unknown,Unknown
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,INE811A01020,Industrials,Specialty Industrial Machinery
KISSHT,OnEMI Technology Solutions Limited,EQ,INE12F801023,Unknown,Unknown
KITEX,Kitex Garments Limited,EQ,INE602G01020,Unknown,Unknown
KKCL,Kewal Kiran Clothing Limited,EQ,INE401H01017,Unknown,Unknown
KLBRENG-B,Kilburn Engineering Limited,EQ,INE338F01015,Unknown,Unknown
KMEW,Knowledge Marine & Engineering Works Limited,EQ,INE0CJD01029,Industrials,Marine Shipping
KMSUGAR,K.M.Sugar Mills Limited,EQ,INE157H01023,Consumer Defensive,Confectioners
KNAGRI,KN Agri Resources Limited,EQ,INE0KNW01016,Unknown,Unknown
KNRCON,KNR Constructions Limited,EQ,INE634I01029,Unknown,Unknown
KOHINOOR,Kohinoor Foods Limited,EQ,INE080B01012,Unknown,Unknown
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,INE760A01029,Unknown,Unknown
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,INE094I01018,Unknown,Unknown
KOPRAN,Kopran Limited,EQ,INE082A01010,Healthcare,Drug Manufacturers - General
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,INE237A01036,Financial Services,Banks - Regional
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,INE419A01022,Unknown,Unknown
KOTHARIPET,Kothari Petrochemicals Limited,EQ,INE720A01015,Basic Materials,Specialty Chemicals
KOTHARIPRO,Kothari Products Limited,EQ,INE823A01017,Unknown,Unknown
KOTIC,Kothari Industrial Corporation Limited,EQ,INE972A01020,Unknown,Unknown
KOTYARK,Kotyark Industries Limited,EQ,INE0J0B01017,Basic Materials,Specialty Chemicals
KOVAI,Kovai Medical Center & Hospital Limited,EQ,INE177F01017,Unknown,Unknown
KPEL,K.P. Energy Limited,EQ,INE127T01021,Unknown,Unknown
KPIGREEN,KPI Green Energy Limited,EQ,INE542W01025,Utilities,Utilities - Renewable
KPIL,Kalpataru Projects International Limited,EQ,INE220B01022,Industrials,Engineering & Construction
KPITTECH,KPIT Technologies Limited,EQ,INE04I401011,Technology,Software - Infrastructure
KPL,Kwality Pharmaceuticals Limited,EQ,INE552U01010,Unknown,Unknown
KPRMILL,K.P.R. Mill Limited,EQ,INE930H01031,Unknown,Unknown
KRBL,KRBL Limited,EQ,INE001B01026,Consumer Defensive,Packaged Foods
KRIDHANINF,Kridhan Infra Limited,EQ,INE524L01026,Unknown,Unknown
KRISHANA,Krishana Phoschem Limited,EQ,INE506W01012,Basic Materials,Agricultural Inputs
KRISHIVAL,Krishival Foods Limited,EQ,INE0GGO01015,Unknown,Unknown
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,INE0J5601015,Industrials,Specialty Industrial Machinery
KRITIKA,Kritika Wires Limited,EQ,INE00Z501029,Unknown,Unknown
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,INE0Q3J01015,Technology,Electronic Components
KRONOX,Kronox Lab Sciences Limited,EQ,INE0ATZ01017,Unknown,Unknown
KROSS,Kross Limited,EQ,INE0O6601022,Unknown,Unknown
KRSNAA,Krsnaa Diagnostics Limited,EQ,INE08LI01020,Unknown,Unknown
KRYSTAL,Krystal Integrated Services Limited,EQ,INE0QN801017,Industrials,Specialty Business Services
KSB,Ksb Limited,EQ,INE999A01023,Industrials,Specialty Industrial Machinery
KSCL,Kaveri Seed Company Limited,EQ,INE455I01029,Unknown,Unknown
KSHINTL,KSH International Limited,EQ,INE987S01020,Industrials,Electrical Equipment & Parts
KSL,Kalyani Steels Limited,EQ,INE907A01026,Basic Materials,Steel
KSOLVES,Ksolves India Limited,EQ,INE0D6I01023,Technology,Software - Application
KTKBANK,The Karnataka Bank Limited,EQ,INE614B01018,Financial Services,Banks - Regional
KUANTUM,Kuantum Papers Limited,EQ,INE529I01021,Unknown,Unknown
KWIL,Kwality Wall's (India) Limited,EQ,INE2KCE01013,Consumer Defensive,Packaged Foods
LAGNAM,Lagnam Spintex Limited,EQ,INE548Z01017,Consumer Cyclical,Textile Manufacturing
LAHOTIOV,Lahoti Overseas Limited,EQ,INE515C01023,Unknown,Unknown
LAL,Lorenzini Apparels Limited,EQ,INE740X01023,Unknown,Unknown
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,INE600L01024,Healthcare,Diagnostics & Research
LAMBODHARA,Lambodhara Textiles Limited,EQ,INE112F01022,Unknown,Unknown
LANDMARK,Landmark Cars Limited,EQ,INE559R01029,Unknown,Unknown
LANDSMILL,Landsmill Green Limited,EQ,INE688J01023,Unknown,Unknown
LAOPALA,La Opala RG Limited,EQ,INE059D01020,Unknown,Unknown
LATENTVIEW,Latent View Analytics Limited,EQ,INE0I7C01011,Unknown,Unknown
LAURUSLABS,Laurus Labs Limited,EQ,INE947Q01028,Healthcare,Drug Manufacturers - Specialty & Generic
LAXMIDENTL,Laxmi Dental Limited,EQ,INE0WO601020,Unknown,Unknown
LEMERITE,Le Merite Exports Limited,EQ,INE0G1L01017,Consumer Cyclical,Textile Manufacturing
LEMONTREE,Lemon Tree Hotels Limited,EQ,INE970X01018,Unknown,Unknown
LENSKART,Lenskart Solutions Limited,EQ,INE956O01016,Unknown,Unknown
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,INE850E01012,Unknown,Unknown
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,INE337A01034,Unknown,Unknown
LGEINDIA,LG Electronics India Limited,EQ,INE324D01010,Technology,Consumer Electronics
LGHL,Laxmi Goldorna House Limited,EQ,INE258Y01016,Unknown,Unknown
LIBAS,Libas Consumer Products Limited,EQ,INE908V01012,Consumer Cyclical,Apparel Manufacturing
LIBERTSHOE,Liberty Shoes Limited,EQ,INE557B01019,Unknown,Unknown
LICHSGFIN,LIC Housing Finance Limited,EQ,INE115A01026,Financial Services,Mortgage Finance
LICI,Life Insurance Corporation Of India,EQ,INE0J1Y01017,Unknown,Unknown
LINC,Linc Limited,EQ,INE802B01027,Unknown,Unknown
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,INE405C01035,Healthcare,Drug Manufacturers - Specialty & Generic
LINDEINDIA,Linde India Limited,EQ,INE473A01011,Basic Materials,Specialty Chemicals
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,INE093R01011,Industrials,Specialty Industrial Machinery
LLOYDSENT,Lloyds Enterprises Limited,EQ,INE080I01025,Basic Materials,Steel
LLOYDSME,Lloyds Metals And Energy Limited,EQ,INE281B01032,Basic Materials,Steel
LMW,LMW Limited,EQ,INE269B01029,Unknown,Unknown
LODHA,Lodha Developers Limited,EQ,INE670K01029,Unknown,Unknown
LORDSCHLO,Lords Chloro Alkali Limited,EQ,INE846D01012,Unknown,Unknown
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,INE0V9Q01010,Industrials,Engineering & Construction
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,INE947I01017,Unknown,Unknown
LOVABLE,Lovable Lingerie Limited,EQ,INE597L01014,Unknown,Unknown
LT,Larsen & Toubro Limited,EQ,INE018A01030,Industrials,Engineering & Construction
LTF,L&T Finance Limited,EQ,INE498L01015,Financial Services,Credit Services
LTFOODS,LT Foods Limited,EQ,INE818H01020,Unknown,Unknown
LTM,LTM Limited,EQ,INE214T01019,Unknown,Unknown
LTTS,L&T Technology Services Limited,EQ,INE010V01017,Unknown,Unknown
LUMAXIND,Lumax Industries Limited,EQ,INE162B01018,Consumer Cyclical,Auto Parts
LUMAXTECH,Lumax Auto Technologies Limited,EQ,INE872H01027,Consumer Cyclical,Auto Parts
LUPIN,Lupin Limited,EQ,INE326A01037,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND,Lux Industries Limited,EQ,INE150G01020,Consumer Cyclical,Apparel Manufacturing
LXCHEM,Laxmi Organic Industries Limited,EQ,INE576O01020,Unknown,Unknown
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,INE142K01011,Unknown,Unknown
M&M,Mahindra & Mahindra Limited,EQ,INE101A01026,Unknown,Unknown
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024,Financial Services,Credit Services
MAANALU,Maan Aluminium Limited,EQ,INE215I01027,Basic Materials,Aluminum
MACPOWER,Macpower CNC Machines Limited,EQ,INE155Z01011,Industrials,Specialty Industrial Machinery
MADHAV,Madhav Marbles and Granites Limited,EQ,INE925C01016,Unknown,Unknown
MADHAVIPL,Madhav Infra Projects Limited,EQ,INE631R01026,Unknown,Unknown
MADRASFERT,Madras Fertilizers Limited,EQ,INE414A01015,Unknown,Unknown
MAFATIND,Mafatlal Industries Limited,EQ,INE270B01035,Unknown,Unknown
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,INE347W01011,Unknown,Unknown
MAHABANK,Bank of Maharashtra,EQ,INE457A01014,Financial Services,Banks - Regional
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013,Unknown,Unknown
MAHEPC,Mahindra EPC Irrigation Limited,EQ,INE215D01010,Unknown,Unknown
MAHESHWARI,Maheshwari Logistics Limited,EQ,INE263W01010,Industrials,Integrated Freight & Logistics
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,INE813A01018,Unknown,Unknown
MAHLOG,Mahindra Logistics Limited,EQ,INE766P01016,Unknown,Unknown
MAHSCOOTER,Maharashtra Scooters Limited,EQ,INE288A01013,Unknown,Unknown
MAHSEAMLES,Maharashtra Seamless Limited,EQ,INE271B01025,Basic Materials,Steel
MAITHANALL,Maithan Alloys Limited,EQ,INE683C01011,Unknown,Unknown
MAJESAUT,Majestic Auto Limited,EQ,INE201B01022,Unknown,Unknown
MALLCOM,Mallcom (India) Limited,EQ,INE389C01015,Unknown,Unknown
MALUPAPER,Malu Paper Mills Limited,EQ,INE383H01017,Unknown,Unknown
MAMATA,Mamata Machinery Limited,EQ,INE0TO701015,Unknown,Unknown
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,INE859Q01017,Basic Materials,Aluminum
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018,Unknown,Unknown
MANAKSIA,Manaksia Limited,EQ,INE015D01022,Unknown,Unknown
MANALIPETC,Manali Petrochemicals Limited,EQ,INE201A01024,Unknown,Unknown
MANAPPURAM,Manappuram Finance Limited,EQ,INE522D01027,Financial Services,Credit Services
MANBA,Manba Finance Limited,EQ,INE939X01013,Unknown,Unknown
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,INE545L01039,Unknown,Unknown
MANGLMCEM,Mangalam Cement Limited,EQ,INE347A01017,Basic Materials,Building Materials
MANINDS,Man Industries (India) Limited,EQ,INE993A01026,Basic Materials,Steel
MANINFRA,Man Infraconstruction Limited,EQ,INE949H01023,Unknown,Unknown
MANKIND,Mankind Pharma Limited,EQ,INE634S01028,Healthcare,Drug Manufacturers - Specialty & Generic
MANOMAY,Manomay Tex India Limited,EQ,INE784W01015,Unknown,Unknown
MANORAMA,Manorama Industries Limited,EQ,INE00VM01036,Unknown,Unknown
MANORG,Mangalam Organics Limited,EQ,INE370D01013,Basic Materials,Specialty Chemicals
MANUGRAPH,Manugraph India Limited,EQ,INE867A01022,Unknown,Unknown
MANYAVAR,Vedant Fashions Limited,EQ,INE825V01034,Unknown,Unknown
MAPMYINDIA,C.E. Info Systems Limited,EQ,INE0BV301023,Unknown,Unknown
MARATHON,Marathon Nextgen Realty Limited,EQ,INE182D01020,Unknown,Unknown
MARICO,Marico Limited,EQ,INE196A01026,Consumer Defensive,Household & Personal Products
MARINE,Marine Electricals (India) Limited,EQ,INE01JE01028,Industrials,Electrical Equipment & Parts
MARKOLINES,Markolines Pavement Technologies Limited,EQ,INE0FW001016,Industrials,Infrastructure Operations
MARKSANS,Marksans Pharma Limited,EQ,INE750C01026,Healthcare,Drug Manufacturers - General
MARSONS,Marsons Limited,EQ,INE415B01044,Unknown,Unknown
MARUTI,Maruti Suzuki India Limited,EQ,INE585B01010,Unknown,Unknown
MASFIN,MAS Financial Services Limited,EQ,INE348L01012,Financial Services,Credit Services
MASTEK,Mastek Limited,EQ,INE759A01021,Unknown,Unknown
MASTERTR,Master Trust Limited,EQ,INE677D01037,Unknown,Unknown
MATRIMONY,Matrimony.Com Limited,EQ,INE866R01028,Unknown,Unknown
MAXESTATES,Max Estates Limited,EQ,INE03EI01018,Unknown,Unknown
MAXHEALTH,Max Healthcare Institute Limited,EQ,INE027H01010,Unknown,Unknown
MAXIND,Max India Limited,EQ,INE0CG601016,Unknown,Unknown
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,INE040D01038,Consumer Cyclical,Textile Manufacturing
MAZDA,Mazda Limited,EQ,INE885E01042,Unknown,Unknown
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020,Unknown,Unknown
MBAPL,Madhya Bharat Agro Products Limited,EQ,INE900L01010,Basic Materials,Agricultural Inputs
MBEL,M & B Engineering Limited,EQ,INE08N601015,Industrials,Engineering & Construction
MCCHRLS-B,Mac Charles India Limited,EQ,INE435D01014,Unknown,Unknown
MCLOUD,Magellanic Cloud Limited,EQ,INE613C01026,Unknown,Unknown
MCX,Multi Commodity Exchange of India Limited,EQ,INE745G01043,Financial Services,Financial Data & Stock Exchanges
MEDANTA,Global Health Limited,EQ,INE474Q01031,Healthcare,Medical Care Facilities
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,INE456Z01021,Unknown,Unknown
MEDICAMEQ,Medicamen Biotech Limited,EQ,INE646B01010,Unknown,Unknown
MEDICO,Medico Remedies Limited,EQ,INE630Y01024,Unknown,Unknown
MEDPLUS,Medplus Health Services Limited,EQ,INE804L01022,Healthcare,Pharmaceutical Retailers
MEESHO,Meesho Limited,EQ,INE0VDM01015,Consumer Cyclical,Internet Retail
MEGASTAR,Megastar Foods Limited,EQ,INE00EM01016,Consumer Defensive,Packaged Foods
MENNPIS,Menon Pistons Limited,EQ,INE650G01029,Unknown,Unknown
MENONBE,Menon Bearings Limited,EQ,INE071D01033,Consumer Cyclical,Auto Parts
MERCANTILE,Mercantile Ventures Limited,EQ,INE689O01013,Unknown,Unknown
METROBRAND,Metro Brands Limited,EQ,INE317I01021,Unknown,Unknown
METROGLOBL,Metroglobal Limited,EQ,INE085D01033,Unknown,Unknown
METROPOLIS,Metropolis Healthcare Limited,EQ,INE112L01020,Healthcare,Diagnostics & Research
MFML,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024,Unknown,Unknown
MFSL,Max Financial Services Limited,EQ,INE180A01020,Unknown,Unknown
MGEL,Mangalam Global Enterprise Limited,EQ,INE0APB01032,Unknown,Unknown
MGL,Mahanagar Gas Limited,EQ,INE002S01010,Unknown,Unknown
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,INE112D01035,Consumer Cyclical,Textile Manufacturing
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010,Unknown,Unknown
MICEL,MIC Electronics Limited,EQ,INE287C01037,Unknown,Unknown
MIDHANI,Mishra Dhatu Nigam Limited,EQ,INE099Z01011,Basic Materials,Steel
MIDWESTLTD,Midwest Limited,EQ,INE0XAD01024,Basic Materials,Building Materials
MINDACORP,Minda Corporation Limited,EQ,INE842C01021,Unknown,Unknown
MINDTECK,Mindteck (India) Limited,EQ,INE110B01017,Unknown,Unknown
MIRCELECTR,MIRC Electronics Limited,EQ,INE831A01028,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MIRZAINT,Mirza International Limited,EQ,INE771A01026,Unknown,Unknown
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,INE828O01033,Industrials,Engineering & Construction
MITTAL,Mittal Life Style Limited,EQ,INE997Y01027,Unknown,Unknown
MKPL,M K Proteins Limited,EQ,INE964W01021,Unknown,Unknown
MMFL,MM Forgings Limited,EQ,INE227C01017,Industrials,Metal Fabrication
MMP,MMP Industries Limited,EQ,INE511Y01018,Basic Materials,Aluminum
MMTC,MMTC Limited,EQ,INE123F01029,Unknown,Unknown
MMWL,Media Matrix Worldwide Limited,EQ,INE200D01020,Unknown,Unknown
MOBIKWIK,One Mobikwik Systems Limited,EQ,INE0HLU01028,Unknown,Unknown
MODINATUR,Modi Naturals Limited,EQ,INE537F01012,Consumer Defensive,Packaged Foods
MODIRUBBER,Modi Rubber Limited,EQ,INE832A01018,Real Estate,Real Estate Services
MODIS,Modis Navnirman Limited,EQ,INE0L0L01012,Real Estate,Real Estate - Development
MODISONLTD,MODISON LIMITED,EQ,INE737D01021,Industrials,Electrical Equipment & Parts
MODTHREAD,Modern Threads (India) Limited,EQ,INE794W01014,Unknown,Unknown
MOHITIND,Mohit Industries Limited,EQ,INE954E01012,Unknown,Unknown
MOIL,MOIL Limited,EQ,INE490G01020,Unknown,Unknown
MOKSH,Moksh Ornaments Limited,EQ,INE514Y01020,Unknown,Unknown
MOL,Meghmani Organics Limited,EQ,INE0CT101020,Unknown,Unknown
MOLDTECH,Mold-Tek Technologies Limited,EQ,INE835B01035,Unknown,Unknown
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,INE893J01029,Consumer Cyclical,Packaging & Containers
MONARCH,Monarch Networth Capital Limited,EQ,INE903D01011,Unknown,Unknown
MONEYBOXX,Moneyboxx Finance Limited,EQ,INE296Q01012,Financial Services,Credit Services
MONTECARLO,Monte Carlo Fashions Limited,EQ,INE950M01013,Unknown,Unknown
MOREPENLAB,Morepen Laboratories Limited,EQ,INE083A01026,Unknown,Unknown
MOSCHIP,Moschip Technologies Limited,EQ,INE935B01025,Unknown,Unknown
MOTHERSON,Samvardhana Motherson International Limited,EQ,INE775A01035,Consumer Cyclical,Auto Parts
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,INE338I01027,Unknown,Unknown
MOTISONS,Motisons Jewellers Limited,EQ,INE0FRK01020,Unknown,Unknown
MOTOGENFIN,The Motor & General Finance Limited,EQ,INE861B01023,Unknown,Unknown
MPHASIS,MphasiS Limited,EQ,INE356A01018,Technology,Information Technology Services
MPSLTD,MPS Limited,EQ,INE943D01017,Unknown,Unknown
MRF,MRF Limited,EQ,INE883A01011,Consumer Cyclical,Auto Parts
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014,Unknown,Unknown
MSPL,MSP Steel & Power Limited,EQ,INE752G01015,Basic Materials,Steel
MSTCLTD,Mstc Limited,EQ,INE255X01014,Unknown,Unknown
MSUMI,Motherson Sumi Wiring India Limited,EQ,INE0FS801015,Consumer Cyclical,Auto Parts
MTARTECH,Mtar Technologies Limited,EQ,INE864I01014,Industrials,Specialty Industrial Machinery
MTNL,Mahanagar Telephone Nigam Limited,EQ,INE153A01019,Unknown,Unknown
MUFIN,Mufin Green Finance Limited,EQ,INE08KJ01020,Financial Services,Credit Services
MUFTI,Credo Brands Marketing Limited,EQ,INE220Q01020,Unknown,Unknown
MUKANDLTD,Mukand Limited,EQ,INE304A01026,Basic Materials,Steel
MUKKA,Mukka Proteins Limited,EQ,INE0CG401037,Unknown,Unknown
MUKTAARTS,Mukta Arts Limited,EQ,INE374B01019,Unknown,Unknown
MUNJALAU,Munjal Auto Industries Limited,EQ,INE672B01032,Consumer Cyclical,Auto Parts
MUNJALSHOW,Munjal Showa Limited,EQ,INE577A01027,Consumer Cyclical,Auto Parts
MURUDCERA,Murudeshwar Ceramics Limited,EQ,INE692B01014,Unknown,Unknown
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,INE296G01013,Unknown,Unknown
MUTHOOTFIN,Muthoot Finance Limited,EQ,INE414G01012,Unknown,Unknown
MUTHOOTMF,Muthoot Microfin Limited,EQ,INE046W01019,Financial Services,Credit Services
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012,Unknown,Unknown
MWL,Mangalam Worldwide Limited,EQ,INE0JYY01011,Basic Materials,Steel
NACLIND,NACL Industries Limited,EQ,INE295D01020,Unknown,Unknown
NAGREEKEXP,Nagreeka Exports Limited,EQ,INE123B01028,Unknown,Unknown
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,INE049I01012,Unknown,Unknown
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,INE289A01011,Consumer Cyclical,Textile Manufacturing
NAHARPOLY,Nahar Poly Films Limited,EQ,INE308A01027,Unknown,Unknown
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,INE298J01013,Financial Services,Asset Management
NARMADA,Narmada Agrobase Limited,EQ,INE117Z01011,Basic Materials,Agricultural Inputs
NATCAPSUQ,Natural Capsules Limited,EQ,INE936B01015,Unknown,Unknown
NATCOPHARM,Natco Pharma Limited,EQ,INE987B01026,Healthcare,Drug Manufacturers - Specialty & Generic
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,INE448G01010,Basic Materials,Agricultural Inputs
NATIONALUM,National Aluminium Company Limited,EQ,INE139A01034,Basic Materials,Aluminum
NATIONSTD,National Standard (India) Limited,EQ,INE166R01015,Unknown,Unknown
NAUKRI,Info Edge (India) Limited,EQ,INE663F01032,Unknown,Unknown
NAVA,NAVA LIMITED,EQ,INE725A01030,Industrials,Conglomerates
NAVINFLUOR,Navin Fluorine International Limited,EQ,INE048G01026,Basic Materials,Chemicals
NAVKARCORP,Navkar Corporation Limited,EQ,INE278M01019,Unknown,Unknown
NAVKARURB,Navkar Urbanstructure Limited,EQ,INE268H01044,Unknown,Unknown
NAVNETEDUL,Navneet Education Limited,EQ,INE060A01024,Unknown,Unknown
NAZARA,Nazara Technologies Limited,EQ,INE418L01047,Communication Services,Electronic Gaming & Multimedia
NBCC,NBCC (India) Limited,EQ,INE095N01031,Unknown,Unknown
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020,Unknown,Unknown
NCC,NCC Limited,EQ,INE868B01028,Unknown,Unknown
NCLIND,NCL Industries Limited,EQ,INE732C01016,Unknown,Unknown
NDGL,Naga Dhunseri Group Limited,EQ,INE756C01015,Unknown,Unknown
NDL,Nandan Denim Limited,EQ,INE875G01048,Unknown,Unknown
NDLVENTURE,NDL Ventures Limited,EQ,INE353A01023,Communication Services,Entertainment
NDRAUTO,Ndr Auto Components Limited,EQ,INE07OG01012,Unknown,Unknown
NDTV,New Delhi Television Limited,EQ,INE155G01029,Unknown,Unknown
NEAGI,Neelamalai Agro Industries Limited,EQ,INE605D01012,Unknown,Unknown
NECCLTD,North Eastern Carrying Corporation Limited,EQ,INE553C01016,Unknown,Unknown
NELCAST,Nelcast Limited,EQ,INE189I01024,Industrials,Metal Fabrication
NELCO,NELCO Limited,EQ,INE045B01015,Unknown,Unknown
NEOGEN,Neogen Chemicals Limited,EQ,INE136S01016,Basic Materials,Specialty Chemicals
NEPHROPLUS,Nephrocare Health Services Limited,EQ,INE428V01029,Healthcare,Medical Care Facilities
NESCO,Nesco Limited,EQ,INE317F01035,Unknown,Unknown
NESTLEIND,Nestle India Limited,EQ,INE239A01024,Consumer Defensive,Packaged Foods
